# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 1631.2500000000  0.1020679092 0.4730480359
  45.0000000000 1629.7000000000  0.1020753290 0.4730511873
  45.0000000000 1628.1500000000  0.1020759211 0.4730679405
  45.0000000000 1626.6000000000  0.1020709901 0.4730953866
  45.0000000000 1625.0600000000  0.1020619130 0.4731303655
  45.0000000000 1623.5200000000  0.1020499696 0.4731701536
  45.0000000000 1621.9800000000  0.1020365037 0.4732118525
  45.0000000000 1620.4500000000  0.1020229611 0.4732522961
  45.0000000000 1618.9200000000  0.1020105935 0.4732888912
  45.0000000000 1617.3900000000  0.1020007390 0.4733187705
  45.0000000000 1615.8700000000  0.1019947622 0.4733389659
  45.0000000000 1614.3400000000  0.1019939204 0.4733468805
  45.0000000000 1612.8300000000  0.1019994912 0.4733396717
  45.0000000000 1611.3100000000  0.1020128406 0.4733145237
  45.0000000000 1609.8000000000  0.1020351008 0.4732689727
  45.0000000000 1608.2800000000  0.1020678902 0.4731995934
  45.0000000000 1606.7800000000  0.1021117599 0.4731052214
  45.0000000000 1605.2700000000  0.1021687816 0.4729814536
  45.0000000000 1603.7700000000  0.1022391573 0.4728279207
  45.0000000000 1602.2700000000  0.1023217936 0.4726470095
  45.0000000000 1600.7700000000  0.1024142508 0.4724439958
  45.0000000000 1599.2800000000  0.1025133943 0.4722256787
  45.0000000000 1597.7900000000  0.1026174016 0.4719959608
  45.0000000000 1596.3000000000  0.1027238559 0.4717600342
  45.0000000000 1594.8200000000  0.1028296227 0.4715246757
  45.0000000000 1593.3300000000  0.1029337114 0.4712918725
  45.0000000000 1591.8500000000  0.1030323184 0.4710698733
  45.0000000000 1590.3800000000  0.1031231637 0.4708635373
  45.0000000000 1588.9000000000  0.1032050890 0.4706751298
  45.0000000000 1587.4300000000  0.1032746078 0.4705122283
  45.0000000000 1585.9600000000  0.1033299372 0.4703784983
  45.0000000000 1584.4900000000  0.1033687474 0.4702788634
  45.0000000000 1583.0300000000  0.1033910923 0.4702134849
  45.0000000000 1581.5700000000  0.1034011091 0.4701738736
  45.0000000000 1580.1100000000  0.1034029176 0.4701517226
  45.0000000000 1578.6600000000  0.1034006658 0.4701387906
  45.0000000000 1577.2000000000  0.1033984345 0.4701266147
  45.0000000000 1575.7500000000  0.1034003355 0.4701071395
  45.0000000000 1574.3100000000  0.1034103073 0.4700724130
  45.0000000000 1572.8600000000  0.1034325388 0.4700137990
  45.0000000000 1571.4200000000  0.1034707467 0.4699240175
  45.0000000000 1569.9800000000  0.1035290501 0.4697947062
  45.0000000000 1568.5400000000  0.1036114770 0.4696178141
  45.0000000000 1567.1100000000  0.1037211997 0.4693871174
  45.0000000000 1565.6800000000  0.1038626888 0.4690936870
  45.0000000000 1564.2500000000  0.1040397257 0.4687301271
  45.0000000000 1562.8200000000  0.1042513495 0.4682985825
  45.0000000000 1561.4000000000  0.1044903521 0.4678137316
  45.0000000000 1559.9800000000  0.1047525873 0.4672839836
  45.0000000000 1558.5600000000  0.1050325169 0.4667205375
  45.0000000000 1557.1400000000  0.1053245726 0.4661345823
  45.0000000000 1555.7300000000  0.1056210395 0.4655415121
  45.0000000000 1554.3200000000  0.1059184186 0.4649481882
  45.0000000000 1552.9100000000  0.1062111546 0.4643655146
  45.0000000000 1551.5000000000  0.1064936569 0.4638043778
  45.0000000000 1550.1000000000  0.1067584794 0.4632792589
  45.0000000000 1548.7000000000  0.1070021334 0.4627967201
  45.0000000000 1547.3000000000  0.1072190582 0.4623673866
  45.0000000000 1545.9100000000  0.1074024813 0.4620042457
  45.0000000000 1544.5100000000  0.1075495405 0.4617125313
  45.0000000000 1543.1200000000  0.1076558976 0.4615006316
  45.0000000000 1541.7300000000  0.1077252909 0.4613613043
  45.0000000000 1540.3500000000  0.1077605312 0.4612892537
  45.0000000000 1538.9600000000  0.1077650832 0.4612778928
  45.0000000000 1537.5800000000  0.1077418234 0.4613219042
  45.0000000000 1536.2100000000  0.1076942595 0.4614147055
  45.0000000000 1534.8300000000  0.1076246269 0.4615522401
  45.0000000000 1533.4600000000  0.1075368443 0.4617271520
  45.0000000000 1532.0900000000  0.1074333788 0.4619349477
  45.0000000000 1530.7200000000  0.1073171314 0.4621702797
  45.0000000000 1529.3500000000  0.1071910049 0.4624277879
  45.0000000000 1527.9900000000  0.1070588933 0.4627000478
  45.0000000000 1526.6300000000  0.1069227501 0.4629835919
  45.0000000000 1525.2700000000  0.1067854171 0.4632731302
  45.0000000000 1523.9100000000  0.1066495904 0.4635635513
  45.0000000000 1522.5600000000  0.1065178532 0.4638490714
  45.0000000000 1521.2100000000  0.1063903158 0.4641288400
  45.0000000000 1519.8600000000  0.1062680936 0.4643998587
  45.0000000000 1518.5100000000  0.1061523022 0.4646591180
  45.0000000000 1517.1700000000  0.1060448288 0.4649018474
  45.0000000000 1515.8300000000  0.1059458819 0.4651270494
  45.0000000000 1514.4900000000  0.1058565535 0.4653317494
  45.0000000000 1513.1500000000  0.1057779365 0.4655129641
  45.0000000000 1511.8100000000  0.1057111251 0.4656677028
  45.0000000000 1510.4800000000  0.1056575670 0.4657921504
  45.0000000000 1509.1500000000  0.1056177931 0.4658846289
  45.0000000000 1507.8200000000  0.1055928809 0.4659422012
  45.0000000000 1506.5000000000  0.1055839175 0.4659619298
  45.0000000000 1505.1800000000  0.1055917215 0.4659415111
  45.0000000000 1503.8500000000  0.1056173033 0.4658782542
  45.0000000000 1502.5400000000  0.1056587453 0.4657768751
  45.0000000000 1501.2200000000  0.1057149571 0.4656401432
  45.0000000000 1499.9100000000  0.1057832536 0.4654747292
  45.0000000000 1498.5900000000  0.1058628215 0.4652827619
  45.0000000000 1497.2900000000  0.1059499145 0.4650734390
  45.0000000000 1495.9800000000  0.1060446129 0.4648467333
  45.0000000000 1494.6700000000  0.1061444358 0.4646087717
  45.0000000000 1493.3700000000  0.1062467396 0.4643660251
  45.0000000000 1492.0700000000  0.1063504552 0.4641211990
  45.0000000000 1490.7700000000  0.1064537619 0.4638787787
  45.0000000000 1489.4800000000  0.1065540673 0.4636450232
  45.0000000000 1488.1800000000  0.1066511037 0.4634207650
  45.0000000000 1486.8900000000  0.1067415680 0.4632138663
  45.0000000000 1485.6000000000  0.1068244201 0.4630269394
  45.0000000000 1484.3200000000  0.1068973876 0.4628653719
  45.0000000000 1483.0300000000  0.1069611861 0.4627276333
  45.0000000000 1481.7500000000  0.1070156047 0.4626139145
  45.0000000000 1480.4700000000  0.1070619958 0.4625210143
  45.0000000000 1479.1900000000  0.1071011839 0.4624468949
  45.0000000000 1477.9200000000  0.1071337629 0.4623899067
  45.0000000000 1476.6400000000  0.1071610709 0.4623471265
  45.0000000000 1475.3700000000  0.1071835000 0.4623172162
  45.0000000000 1474.1000000000  0.1072020994 0.4622977916
  45.0000000000 1472.8400000000  0.1072175732 0.4622869126
  45.0000000000 1471.5700000000  0.1072309804 0.4622824181
  45.0000000000 1470.3100000000  0.1072429163 0.4622824077
  45.0000000000 1469.0500000000  0.1072542960 0.4622848617
  45.0000000000 1467.7900000000  0.1072659231 0.4622878142
  45.0000000000 1466.5400000000  0.1072784949 0.4622892949
  45.0000000000 1465.2800000000  0.1072930129 0.4622873668
  45.0000000000 1464.0300000000  0.1073099456 0.4622803207
  45.0000000000 1462.7800000000  0.1073293442 0.4622680596
  45.0000000000 1461.5300000000  0.1073507931 0.4622512673
  45.0000000000 1460.2900000000  0.1073736833 0.4622308125
  45.0000000000 1459.0500000000  0.1073977687 0.4622072524
  45.0000000000 1457.8000000000  0.1074228405 0.4621810451
  45.0000000000 1456.5700000000  0.1074478785 0.4621535200
  45.0000000000 1455.3300000000  0.1074730769 0.4621247017
  45.0000000000 1454.0900000000  0.1074978184 0.4620954863
  45.0000000000 1452.8600000000  0.1075214994 0.4620667836
  45.0000000000 1451.6300000000  0.1075439153 0.4620390227
  45.0000000000 1450.4000000000  0.1075646583 0.4620128687
  45.0000000000 1449.1800000000  0.1075831778 0.4619891707
  45.0000000000 1447.9500000000  0.1075993710 0.4619682026
  45.0000000000 1446.7300000000  0.1076125721 0.4619509616
  45.0000000000 1445.5100000000  0.1076225228 0.4619379173
  45.0000000000 1444.2900000000  0.1076288422 0.4619296947
  45.0000000000 1443.0700000000  0.1076314695 0.4619264533
  45.0000000000 1441.8600000000  0.1076306239 0.4619279458
  45.0000000000 1440.6500000000  0.1076265433 0.4619339037
  45.0000000000 1439.4400000000  0.1076194298 0.4619441054
  45.0000000000 1438.2300000000  0.1076094862 0.4619583289
  45.0000000000 1437.0200000000  0.1075969160 0.4619763521
  45.0000000000 1435.8200000000  0.1075820559 0.4619977599
  45.0000000000 1434.6200000000  0.1075650119 0.4620224691
  45.0000000000 1433.4200000000  0.1075459830 0.4620502622
  45.0000000000 1432.2200000000  0.1075251690 0.4620809218
  45.0000000000 1431.0300000000  0.1075029622 0.4621139419
  45.0000000000 1429.8300000000  0.1074791880 0.4621496609
  45.0000000000 1428.6400000000  0.1074544389 0.4621872690
  45.0000000000 1427.4500000000  0.1074287174 0.4622268408
  45.0000000000 1426.2600000000  0.1074022189 0.4622681626
  45.0000000000 1425.0800000000  0.1073753680 0.4623106547
  45.0000000000 1423.8900000000  0.1073480548 0.4623544894
  45.0000000000 1422.7100000000  0.1073218072 0.4623967757
  45.0000000000 1421.5300000000  0.1072976777 0.4624352493
  45.0000000000 1420.3500000000  0.1072769503 0.4624672754
  45.0000000000 1419.1800000000  0.1072610235 0.4624900656
  45.0000000000 1418.0000000000  0.1072509039 0.4625013843
  45.0000000000 1416.8300000000  0.1072480296 0.4624984399
  45.0000000000 1415.6600000000  0.1072535483 0.4624787970
  45.0000000000 1414.4900000000  0.1072687232 0.4624398684
  45.0000000000 1413.3200000000  0.1072948208 0.4623790647
  45.0000000000 1412.1600000000  0.1073327290 0.4622946353
  45.0000000000 1411.0000000000  0.1073838649 0.4621836320
  45.0000000000 1409.8400000000  0.1074494755 0.4620435306
  45.0000000000 1408.6800000000  0.1075308130 0.4618718086
  45.0000000000 1407.5200000000  0.1076291356 0.4616659465
  45.0000000000 1406.3700000000  0.1077446218 0.4614256836
  45.0000000000 1405.2100000000  0.1078805432 0.4611443498
  45.0000000000 1404.0600000000  0.1080354763 0.4608250260
  45.0000000000 1402.9100000000  0.1082090681 0.4604685101
  45.0000000000 1401.7600000000  0.1083988697 0.4600799061
  45.0000000000 1400.6200000000  0.1086005984 0.4596680423
  45.0000000000 1399.4800000000  0.1088134328 0.4592346502
  45.0000000000 1398.3300000000  0.1090369320 0.4587807012
  45.0000000000 1397.1900000000  0.1092647653 0.4583190987
  45.0000000000 1396.0600000000  0.1094943630 0.4578550483
  45.0000000000 1394.9200000000  0.1097273581 0.4573852609
  45.0000000000 1393.7800000000  0.1099592714 0.4569187751
  45.0000000000 1392.6500000000  0.1101856501 0.4564645075
  45.0000000000 1391.5200000000  0.1104061179 0.4560231566
  45.0000000000 1390.3900000000  0.1106182451 0.4555995291
  45.0000000000 1389.2700000000  0.1108178643 0.4552018644
  45.0000000000 1388.1400000000  0.1110061088 0.4548278262
  45.0000000000 1387.0200000000  0.1111772361 0.4544887426
  45.0000000000 1385.8900000000  0.1113318551 0.4541833244
  45.0000000000 1384.7800000000  0.1114637196 0.4539238228
  45.0000000000 1383.6600000000  0.1115753480 0.4537051812
  45.0000000000 1382.5400000000  0.1116665654 0.4535276123
  45.0000000000 1381.4300000000  0.1117382536 0.4533892308
  45.0000000000 1380.3100000000  0.1117931484 0.4532846000
  45.0000000000 1379.2000000000  0.1118317029 0.4532126836
  45.0000000000 1378.0900000000  0.1118559110 0.4531695151
  45.0000000000 1376.9900000000  0.1118671577 0.4531522628
  45.0000000000 1375.8800000000  0.1118670744 0.4531577533
  45.0000000000 1374.7800000000  0.1118570759 0.4531830603
  45.0000000000 1373.6800000000  0.1118386166 0.4532253259
  45.0000000000 1372.5800000000  0.1118131053 0.4532817375
  45.0000000000 1371.4800000000  0.1117819532 0.4533494778
  45.0000000000 1370.3800000000  0.1117465736 0.4534257245
  45.0000000000 1369.2900000000  0.1117087372 0.4535068882
  45.0000000000 1368.1900000000  0.1116691560 0.4535916457
  45.0000000000 1367.1000000000  0.1116299407 0.4536756717
  45.0000000000 1366.0100000000  0.1115921174 0.4537569592
  45.0000000000 1364.9200000000  0.1115570695 0.4538327335
  45.0000000000 1363.8400000000  0.1115260966 0.4539003142
  45.0000000000 1362.7500000000  0.1114985190 0.4539610752
  45.0000000000 1361.6700000000  0.1114745122 0.4540144629
  45.0000000000 1360.5900000000  0.1114534781 0.4540616260
  45.0000000000 1359.5100000000  0.1114350880 0.4541031240
  45.0000000000 1358.4300000000  0.1114190125 0.4541395174
  45.0000000000 1357.3600000000  0.1114050444 0.4541710920
  45.0000000000 1356.2800000000  0.1113925949 0.4541989965
  45.0000000000 1355.2100000000  0.1113815705 0.4542232664
  45.0000000000 1354.1400000000  0.1113715269 0.4542447268
  45.0000000000 1353.0700000000  0.1113621418 0.4542639279
  45.0000000000 1352.0000000000  0.1113530923 0.4542814206
  45.0000000000 1350.9400000000  0.1113441405 0.4542976079
  45.0000000000 1349.8700000000  0.1113347965 0.4543133439
  45.0000000000 1348.8100000000  0.1113249173 0.4543288769
  45.0000000000 1347.7500000000  0.1113141022 0.4543448954
  45.0000000000 1346.6900000000  0.1113020354 0.4543619393
  45.0000000000 1345.6300000000  0.1112884011 0.4543805498
  45.0000000000 1344.5800000000  0.1112730497 0.4544010431
  45.0000000000 1343.5200000000  0.1112558095 0.4544235886
  45.0000000000 1342.4700000000  0.1112376680 0.4544465932
  45.0000000000 1341.4200000000  0.1112191633 0.4544690399
  45.0000000000 1340.3700000000  0.1112009900 0.4544897040
  45.0000000000 1339.3200000000  0.1111838433 0.4545073589
  45.0000000000 1338.2800000000  0.1111685558 0.4545206722
  45.0000000000 1337.2300000000  0.1111555250 0.4545286794
  45.0000000000 1336.1900000000  0.1111456824 0.4545300213
  45.0000000000 1335.1500000000  0.1111395701 0.4545236031
  45.0000000000 1334.1100000000  0.1111378679 0.4545082249
  45.0000000000 1333.0700000000  0.1111412565 0.4544826853
  45.0000000000 1332.0400000000  0.1111502999 0.4544461944
  45.0000000000 1331.0000000000  0.1111658514 0.4543968501
  45.0000000000 1329.9700000000  0.1111882821 0.4543344220
  45.0000000000 1328.9400000000  0.1112183761 0.4542573272
  45.0000000000 1327.9100000000  0.1112568016 0.4541643953
  45.0000000000 1326.8800000000  0.1113042286 0.4540544560
  45.0000000000 1325.8600000000  0.1113607263 0.4539276742
  45.0000000000 1324.8300000000  0.1114280702 0.4537804062
  45.0000000000 1323.8100000000  0.1115052210 0.4536151003
  45.0000000000 1322.7900000000  0.1115920809 0.4534318123
  45.0000000000 1321.7600000000  0.1116887825 0.4532301721
  45.0000000000 1320.7500000000  0.1117915388 0.4530179399
  45.0000000000 1319.7300000000  0.1119024384 0.4527906844
  45.0000000000 1318.7100000000  0.1120196496 0.4525521035
  45.0000000000 1317.7000000000  0.1121410920 0.4523063391
  45.0000000000 1316.6900000000  0.1122670538 0.4520527227
  45.0000000000 1315.6800000000  0.1123967013 0.4517928728
  45.0000000000 1314.6700000000  0.1125291978 0.4515284077
  45.0000000000 1313.6600000000  0.1126637042 0.4512609458
  45.0000000000 1312.6500000000  0.1127993789 0.4509921048
  45.0000000000 1311.6500000000  0.1129340318 0.4507261553
  45.0000000000 1310.6500000000  0.1130681796 0.4504620094
  45.0000000000 1309.6400000000  0.1132023156 0.4501986509
  45.0000000000 1308.6400000000  0.1133329491 0.4499428771
  45.0000000000 1307.6500000000  0.1134593269 0.4496960850
  45.0000000000 1306.6500000000  0.1135831760 0.4494548448
  45.0000000000 1305.6500000000  0.1137023679 0.4492232538
  45.0000000000 1304.6600000000  0.1138149623 0.4490050156
  45.0000000000 1303.6700000000  0.1139216177 0.4487987772
  45.0000000000 1302.6800000000  0.1140221569 0.4486047957
  45.0000000000 1301.6900000000  0.1141164340 0.4484232663
  45.0000000000 1300.7000000000  0.1142043032 0.4482543852
  45.0000000000 1299.7100000000  0.1142856187 0.4480983492
  45.0000000000 1298.7300000000  0.1143595150 0.4479567348
  45.0000000000 1297.7400000000  0.1144273555 0.4478268489
  45.0000000000 1296.7600000000  0.1144876273 0.4477115110
  45.0000000000 1295.7800000000  0.1145409087 0.4476095374
  45.0000000000 1294.8000000000  0.1145870587 0.4475211238
  45.0000000000 1293.8300000000  0.1146255769 0.4474471587
  45.0000000000 1292.8500000000  0.1146571179 0.4473863135
  45.0000000000 1291.8800000000  0.1146809006 0.4473400245
  45.0000000000 1290.9000000000  0.1146972765 0.4473075360
  45.0000000000 1289.9300000000  0.1147057746 0.4472897079
  45.0000000000 1288.9600000000  0.1147064659 0.4472863326
  45.0000000000 1287.9900000000  0.1146992155 0.4472976080
  45.0000000000 1287.0200000000  0.1146838891 0.4473237331
  45.0000000000 1286.0600000000  0.1146606378 0.4473644065
  45.0000000000 1285.0900000000  0.1146288451 0.4474206757
  45.0000000000 1284.1300000000  0.1145891732 0.4474913304
  45.0000000000 1283.1700000000  0.1145420701 0.4475754999
  45.0000000000 1282.2100000000  0.1144885095 0.4476713732
  45.0000000000 1281.2500000000  0.1144294664 0.4477771357
  45.0000000000 1280.2900000000  0.1143659172 0.4478909694
  45.0000000000 1279.3400000000  0.1142995523 0.4480097760
  45.0000000000 1278.3800000000  0.1142299439 0.4481342473
  45.0000000000 1277.4300000000  0.1141594989 0.4482600016
  45.0000000000 1276.4800000000  0.1140884524 0.4483865392
  45.0000000000 1275.5300000000  0.1140177536 0.4485120795
  45.0000000000 1274.5800000000  0.1139483523 0.4486348378
  45.0000000000 1273.6300000000  0.1138811988 0.4487530256
  45.0000000000 1272.6900000000  0.1138178973 0.4488637126
  45.0000000000 1271.7400000000  0.1137580440 0.4489674736
  45.0000000000 1270.8000000000  0.1137038298 0.4490603655
  45.0000000000 1269.8600000000  0.1136555247 0.4491417795
  45.0000000000 1268.9200000000  0.1136140531 0.4492099666
  45.0000000000 1267.9800000000  0.1135803407 0.4492631751
  45.0000000000 1267.0400000000  0.1135553144 0.4492996514
  45.0000000000 1266.1100000000  0.1135400132 0.4493175522
  45.0000000000 1265.1700000000  0.1135350305 0.4493155215
  45.0000000000 1264.2400000000  0.1135412225 0.4492921938
  45.0000000000 1263.3100000000  0.1135580930 0.4492484202
  45.0000000000 1262.3800000000  0.1135847736 0.4491858874
  45.0000000000 1261.4500000000  0.1136203936 0.4491062892
  45.0000000000 1260.5200000000  0.1136640814 0.4490113226
  45.0000000000 1259.5900000000  0.1137149642 0.4489026869
  45.0000000000 1258.6700000000  0.1137715225 0.4487834381
  45.0000000000 1257.7400000000  0.1138341182 0.4486526721
  45.0000000000 1256.8200000000  0.1139005483 0.4485148667
  45.0000000000 1255.9000000000  0.1139706076 0.4483703190
  45.0000000000 1254.9800000000  0.1140434433 0.4482206820
  45.0000000000 1254.0600000000  0.1141182007 0.4480676094
  45.0000000000 1253.1500000000  0.1141931964 0.4479144423
  45.0000000000 1252.2300000000  0.1142692277 0.4477594548
  45.0000000000 1251.3200000000  0.1143438010 0.4476076332
  45.0000000000 1250.4000000000  0.1144177002 0.4474572823
  45.0000000000 1249.4900000000  0.1144884741 0.4473132892
  45.0000000000 1248.5800000000  0.1145560967 0.4471756043
  45.0000000000 1247.6700000000  0.1146197270 0.4470458332
  45.0000000000 1246.7700000000  0.1146779059 0.4469268468
  45.0000000000 1245.8600000000  0.1147310895 0.4468175945
  45.0000000000 1244.9500000000  0.1147777577 0.4467210633
  45.0000000000 1244.0500000000  0.1148169296 0.4466391932
  45.0000000000 1243.1500000000  0.1148494540 0.4465702551
  45.0000000000 1242.2500000000  0.1148758140 0.4465133003
  45.0000000000 1241.3500000000  0.1148964938 0.4464673802
  45.0000000000 1240.4500000000  0.1149119790 0.4464315458
  45.0000000000 1239.5500000000  0.1149227561 0.4464048474
  45.0000000000 1238.6600000000  0.1149292610 0.4463864987
  45.0000000000 1237.7600000000  0.1149321239 0.4463751449
  45.0000000000 1236.8700000000  0.1149317588 0.4463701090
  45.0000000000 1235.9800000000  0.1149286911 0.4463703048
  45.0000000000 1235.0900000000  0.1149233955 0.4463748092
  45.0000000000 1234.2000000000  0.1149163475 0.4463826980
  45.0000000000 1233.3100000000  0.1149080233 0.4463930456
  45.0000000000 1232.4200000000  0.1148988995 0.4464049252
  45.0000000000 1231.5400000000  0.1148895599 0.4464172683
  45.0000000000 1230.6500000000  0.1148802657 0.4464294344
  45.0000000000 1229.7700000000  0.1148716931 0.4464402417
  45.0000000000 1228.8900000000  0.1148641993 0.4464489289
  45.0000000000 1228.0100000000  0.1148582483 0.4464545935
  45.0000000000 1227.1300000000  0.1148543048 0.4464563316
  45.0000000000 1226.2500000000  0.1148528344 0.4464532380
  45.0000000000 1225.3700000000  0.1148543030 0.4464444065
  45.0000000000 1224.5000000000  0.1148590984 0.4464291520
  45.0000000000 1223.6200000000  0.1148677421 0.4464063269
  45.0000000000 1222.7500000000  0.1148804033 0.4463757429
  45.0000000000 1221.8800000000  0.1148975202 0.4463364854
  45.0000000000 1221.0100000000  0.1149194552 0.4462878554
  45.0000000000 1220.1400000000  0.1149465720 0.4462291536
  45.0000000000 1219.2700000000  0.1149792349 0.4461596805
  45.0000000000 1218.4000000000  0.1150178093 0.4460787367
  45.0000000000 1217.5400000000  0.1150621088 0.4459867645
  45.0000000000 1216.6700000000  0.1151135276 0.4458809324
  45.0000000000 1215.8100000000  0.1151712432 0.4457629915
  45.0000000000 1214.9500000000  0.1152361652 0.4456311250
  45.0000000000 1214.0900000000  0.1153086521 0.4454846586
  45.0000000000 1213.2300000000  0.1153890637 0.4453229190
  45.0000000000 1212.3700000000  0.1154777611 0.4451452337
  45.0000000000 1211.5100000000  0.1155751070 0.4449509313
  45.0000000000 1210.6600000000  0.1156801757 0.4447419040
  45.0000000000 1209.8000000000  0.1157958018 0.4445125715
  45.0000000000 1208.9500000000  0.1159196550 0.4442676168
  45.0000000000 1208.1000000000  0.1160533818 0.4440038358
  45.0000000000 1207.2500000000  0.1161973410 0.4437205885
  45.0000000000 1206.4000000000  0.1163518933 0.4434172372
  45.0000000000 1205.5500000000  0.1165174015 0.4430931468
  45.0000000000 1204.7000000000  0.1166942184 0.4427477082
  45.0000000000 1203.8500000000  0.1168820543 0.4423815342
  45.0000000000 1203.0100000000  0.1170772940 0.4420016522
  45.0000000000 1202.1600000000  0.1172832806 0.4416015423
  45.0000000000 1201.3200000000  0.1174938776 0.4411931021
  45.0000000000 1200.4800000000  0.1177101802 0.4407741680
  45.0000000000 1199.6400000000  0.1179309020 0.4403471935
  45.0000000000 1198.8000000000  0.1181547515 0.4399146289
  45.0000000000 1197.9600000000  0.1183804321 0.4394789210
  45.0000000000 1197.1300000000  0.1186039508 0.4390477024
  45.0000000000 1196.2900000000  0.1188293995 0.4386129970
  45.0000000000 1195.4600000000  0.1190501314 0.4381875277
  45.0000000000 1194.6200000000  0.1192701609 0.4377634491
  45.0000000000 1193.7900000000  0.1194829604 0.4373532235
  45.0000000000 1192.9600000000  0.1196898912 0.4369540976
  45.0000000000 1192.1300000000  0.1198896682 0.4365684070
  45.0000000000 1191.3000000000  0.1200810023 0.4361984847
  45.0000000000 1190.4700000000  0.1202626001 0.4358466621
  45.0000000000 1189.6500000000  0.1204311808 0.4355191314
  45.0000000000 1188.8200000000  0.1205895694 0.4352102105
  45.0000000000 1188.0000000000  0.1207326803 0.4349296131
  45.0000000000 1187.1800000000  0.1208612396 0.4346757259
  45.0000000000 1186.3500000000  0.1209752594 0.4344482448
  45.0000000000 1185.5300000000  0.1210707187 0.4342549286
  45.0000000000 1184.7100000000  0.1211478458 0.4340950828
  45.0000000000 1183.9000000000  0.1212056944 0.4339706396
  45.0000000000 1183.0800000000  0.1212466670 0.4338767447
  45.0000000000 1182.2600000000  0.1212710320 0.4338131503
  45.0000000000 1181.4500000000  0.1212798702 0.4337781384
  45.0000000000 1180.6300000000  0.1212744915 0.4337688808
  45.0000000000 1179.8200000000  0.1212561044 0.4337836734
  45.0000000000 1179.0100000000  0.1212257969 0.4338203383
  45.0000000000 1178.2000000000  0.1211846401 0.4338769655
  45.0000000000 1177.3900000000  0.1211337071 0.4339516436
  45.0000000000 1176.5800000000  0.1210740724 0.4340424598
  45.0000000000 1175.7700000000  0.1210068119 0.4341474991
  45.0000000000 1174.9700000000  0.1209339494 0.4342633278
  45.0000000000 1174.1600000000  0.1208547298 0.4343909404
  45.0000000000 1173.3600000000  0.1207721590 0.4345253128
  45.0000000000 1172.5600000000  0.1206863295 0.4346661031
  45.0000000000 1171.7500000000  0.1205971709 0.4348132877
  45.0000000000 1170.9500000000  0.1205079353 0.4349613472
  45.0000000000 1170.1500000000  0.1204185741 0.4351102040
  45.0000000000 1169.3600000000  0.1203312232 0.4352561512
  45.0000000000 1168.5600000000  0.1202447013 0.4354010244
  45.0000000000 1167.7600000000  0.1201611628 0.4355410829
  45.0000000000 1166.9700000000  0.1200826140 0.4356728219
  45.0000000000 1166.1700000000  0.1200080973 0.4357977053
  45.0000000000 1165.3800000000  0.1199404904 0.4359107672
  45.0000000000 1164.5900000000  0.1198798064 0.4360118461
  45.0000000000 1163.8000000000  0.1198264622 0.4361001835
  45.0000000000 1163.0100000000  0.1197803402 0.4361759943
  45.0000000000 1162.2200000000  0.1197413017 0.4362395336
  45.0000000000 1161.4300000000  0.1197092089 0.4362910574
  45.0000000000 1160.6400000000  0.1196839239 0.4363308230
  45.0000000000 1159.8600000000  0.1196655039 0.4363588020
  45.0000000000 1159.0700000000  0.1196533411 0.4363759683
  45.0000000000 1158.2900000000  0.1196476105 0.4363821409
  45.0000000000 1157.5100000000  0.1196479862 0.4363778583
  45.0000000000 1156.7300000000  0.1196543372 0.4363633730
  45.0000000000 1155.9500000000  0.1196665326 0.4363389383
  45.0000000000 1155.1700000000  0.1196844419 0.4363048082
  45.0000000000 1154.3900000000  0.1197079345 0.4362612376
  45.0000000000 1153.6100000000  0.1197368803 0.4362084820
  45.0000000000 1152.8400000000  0.1197706765 0.4361476438
  45.0000000000 1152.0600000000  0.1198100723 0.4360773968
  45.0000000000 1151.2900000000  0.1198539313 0.4359997927
  45.0000000000 1150.5200000000  0.1199026008 0.4359142332
  45.0000000000 1149.7400000000  0.1199566794 0.4358197061
  45.0000000000 1148.9700000000  0.1200146540 0.4357188871
  45.0000000000 1148.2000000000  0.1200770631 0.4356108633
  45.0000000000 1147.4300000000  0.1201437818 0.4354958846
  45.0000000000 1146.6700000000  0.1202137381 0.4353758236
  45.0000000000 1145.9000000000  0.1202886495 0.4352477687
  45.0000000000 1145.1300000000  0.1203674974 0.4351135077
  45.0000000000 1144.3700000000  0.1204490504 0.4349751504
  45.0000000000 1143.6100000000  0.1205341179 0.4348312375
  45.0000000000 1142.8400000000  0.1206236683 0.4346800179
  45.0000000000 1142.0800000000  0.1207151571 0.4345256688
  45.0000000000 1141.3200000000  0.1208095096 0.4343665073
  45.0000000000 1140.5600000000  0.1209065080 0.4342027806
  45.0000000000 1139.8000000000  0.1210059343 0.4340347356
  45.0000000000 1139.0500000000  0.1211062187 0.4338649095
  45.0000000000 1138.2900000000  0.1212098179 0.4336890180
  45.0000000000 1137.5300000000  0.1213151882 0.4335095465
  45.0000000000 1136.7800000000  0.1214206921 0.4333291683
  45.0000000000 1136.0300000000  0.1215274912 0.4331457821
  45.0000000000 1135.2700000000  0.1216368159 0.4329571261
  45.0000000000 1134.5200000000  0.1217455715 0.4327684054
  45.0000000000 1133.7700000000  0.1218549737 0.4325773934
