# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 750.8210000000  0.1431259668 0.3901487149
  45.0000000000 750.4930000000  0.1431483216 0.3901077812
  45.0000000000 750.1640000000  0.1431707103 0.3900667755
  45.0000000000 749.8360000000  0.1431929984 0.3900259420
  45.0000000000 749.5080000000  0.1432152554 0.3899851512
  45.0000000000 749.1800000000  0.1432374828 0.3899443980
  45.0000000000 748.8530000000  0.1432596145 0.3899038016
  45.0000000000 748.5260000000  0.1432817198 0.3898632329
  45.0000000000 748.1990000000  0.1433038001 0.3898226868
  45.0000000000 747.8730000000  0.1433257896 0.3897822823
  45.0000000000 747.5460000000  0.1433478246 0.3897417668
  45.0000000000 747.2210000000  0.1433697046 0.3897015069
  45.0000000000 746.8950000000  0.1433916330 0.3896611262
  45.0000000000 746.5700000000  0.1434134769 0.3896208674
  45.0000000000 746.2450000000  0.1434353050 0.3895806019
  45.0000000000 745.9200000000  0.1434571187 0.3895403249
  45.0000000000 745.5950000000  0.1434789197 0.3895000314
  45.0000000000 745.2710000000  0.1435006422 0.3894598407
  45.0000000000 744.9470000000  0.1435223549 0.3894196241
  45.0000000000 744.6230000000  0.1435440599 0.3893793764
  45.0000000000 744.3000000000  0.1435656937 0.3893392166
  45.0000000000 743.9770000000  0.1435873269 0.3892990149
  45.0000000000 743.6540000000  0.1436089633 0.3892587657
  45.0000000000 743.3320000000  0.1436305396 0.3892185883
  45.0000000000 743.0090000000  0.1436521936 0.3891782276
  45.0000000000 742.6870000000  0.1436737947 0.3891379280
  45.0000000000 742.3660000000  0.1436953466 0.3890976846
  45.0000000000 742.0440000000  0.1437169872 0.3890572410
  45.0000000000 741.7230000000  0.1437385857 0.3890168430
  45.0000000000 741.4020000000  0.1437602131 0.3889763597
  45.0000000000 741.0820000000  0.1437818054 0.3889359120
  45.0000000000 740.7610000000  0.1438035012 0.3888952417
  45.0000000000 740.4410000000  0.1438251691 0.3888545967
  45.0000000000 740.1220000000  0.1438468123 0.3888139726
  45.0000000000 739.8020000000  0.1438685701 0.3887731092
  45.0000000000 739.4830000000  0.1438903102 0.3887322565
  45.0000000000 739.1640000000  0.1439121041 0.3886912816
  45.0000000000 738.8450000000  0.1439339554 0.3886501791
  45.0000000000 738.5270000000  0.1439557990 0.3886090730
  45.0000000000 738.2090000000  0.1439777069 0.3885678293
  45.0000000000 737.8910000000  0.1439996826 0.3885264426
  45.0000000000 737.5730000000  0.1440217299 0.3884849077
  45.0000000000 737.2560000000  0.1440437825 0.3884433505
  45.0000000000 736.9390000000  0.1440659134 0.3884016352
  45.0000000000 736.6220000000  0.1440881261 0.3883597565
  45.0000000000 736.3060000000  0.1441103536 0.3883178421
  45.0000000000 735.9900000000  0.1441326696 0.3882757548
  45.0000000000 735.6740000000  0.1441550775 0.3882334894
  45.0000000000 735.3580000000  0.1441775810 0.3881910405
  45.0000000000 735.0430000000  0.1442001119 0.3881485381
  45.0000000000 734.7280000000  0.1442227447 0.3881058429
  45.0000000000 734.4130000000  0.1442454832 0.3880629497
  45.0000000000 734.0980000000  0.1442683307 0.3880198532
  45.0000000000 733.7840000000  0.1442912178 0.3879766861
  45.0000000000 733.4700000000  0.1443142204 0.3879333066
  45.0000000000 733.1560000000  0.1443373419 0.3878897095
  45.0000000000 732.8430000000  0.1443605117 0.3878460296
  45.0000000000 732.5290000000  0.1443838813 0.3878019825
  45.0000000000 732.2160000000  0.1444073055 0.3877578437
  45.0000000000 731.9040000000  0.1444307864 0.3877136102
  45.0000000000 731.5910000000  0.1444544781 0.3876689934
  45.0000000000 731.2790000000  0.1444782326 0.3876242732
  45.0000000000 730.9670000000  0.1445021290 0.3875793024
  45.0000000000 730.6560000000  0.1445260934 0.3875342211
  45.0000000000 730.3440000000  0.1445502834 0.3874887345
  45.0000000000 730.0330000000  0.1445745475 0.3874431289
  45.0000000000 729.7220000000  0.1445989663 0.3873972540
  45.0000000000 729.4120000000  0.1446234640 0.3873512536
  45.0000000000 729.1010000000  0.1446482023 0.3873048257
  45.0000000000 728.7910000000  0.1446730253 0.3872582640
  45.0000000000 728.4820000000  0.1446979350 0.3872115661
  45.0000000000 728.1720000000  0.1447230960 0.3871644248
  45.0000000000 727.8630000000  0.1447483494 0.3871171393
  45.0000000000 727.5540000000  0.1447737796 0.3870695529
  45.0000000000 727.2450000000  0.1447993899 0.3870216607
  45.0000000000 726.9370000000  0.1448251000 0.3869736141
  45.0000000000 726.6290000000  0.1448509959 0.3869252539
  45.0000000000 726.3210000000  0.1448770810 0.3868765750
  45.0000000000 726.0130000000  0.1449033587 0.3868275724
  45.0000000000 725.7050000000  0.1449298324 0.3867782413
  45.0000000000 725.3980000000  0.1449564185 0.3867287385
  45.0000000000 725.0910000000  0.1449832062 0.3866788995
  45.0000000000 724.7850000000  0.1450101100 0.3866288842
  45.0000000000 724.4780000000  0.1450373035 0.3865783698
  45.0000000000 724.1720000000  0.1450646042 0.3865276946
  45.0000000000 723.8660000000  0.1450920951 0.3864767036
  45.0000000000 723.5610000000  0.1451196802 0.3864255740
  45.0000000000 723.2550000000  0.1451475350 0.3863739796
  45.0000000000 722.9500000000  0.1451754722 0.3863222667
  45.0000000000 722.6460000000  0.1452034848 0.3862704470
  45.0000000000 722.3410000000  0.1452317518 0.3862181885
  45.0000000000 722.0370000000  0.1452600827 0.3861658430
  45.0000000000 721.7330000000  0.1452885645 0.3861132484
  45.0000000000 721.4290000000  0.1453171921 0.3860604136
  45.0000000000 721.1250000000  0.1453459603 0.3860073477
  45.0000000000 720.8220000000  0.1453747683 0.3859542351
  45.0000000000 720.5190000000  0.1454037055 0.3859009106
  45.0000000000 720.2160000000  0.1454327666 0.3858473830
  45.0000000000 719.9140000000  0.1454618499 0.3857938388
  45.0000000000 719.6110000000  0.1454911428 0.3857399322
  45.0000000000 719.3090000000  0.1455204467 0.3856860278
  45.0000000000 719.0080000000  0.1455497554 0.3856321361
  45.0000000000 718.7060000000  0.1455792584 0.3855779079
  45.0000000000 718.4050000000  0.1456087552 0.3855237109
  45.0000000000 718.1040000000  0.1456383383 0.3854693746
  45.0000000000 717.8030000000  0.1456680023 0.3854149076
  45.0000000000 717.5020000000  0.1456977422 0.3853603187
  45.0000000000 717.2020000000  0.1457274536 0.3853057985
  45.0000000000 716.9020000000  0.1457572301 0.3852511745
  45.0000000000 716.6020000000  0.1457870665 0.3851964553
  45.0000000000 716.3030000000  0.1458168580 0.3851418323
  45.0000000000 716.0040000000  0.1458466989 0.3850871319
  45.0000000000 715.7050000000  0.1458765840 0.3850323626
  45.0000000000 715.4060000000  0.1459065082 0.3849775331
  45.0000000000 715.1070000000  0.1459364665 0.3849226517
  45.0000000000 714.8090000000  0.1459663533 0.3848679110
  45.0000000000 714.5110000000  0.1459962639 0.3848131358
  45.0000000000 714.2130000000  0.1460261930 0.3847583347
  45.0000000000 713.9160000000  0.1460560350 0.3847037002
  45.0000000000 713.6190000000  0.1460858855 0.3846490567
  45.0000000000 713.3220000000  0.1461157393 0.3845944128
  45.0000000000 713.0250000000  0.1461455914 0.3845397767
  45.0000000000 712.7280000000  0.1461754367 0.3844851570
  45.0000000000 712.4320000000  0.1462051698 0.3844307457
  45.0000000000 712.1360000000  0.1462348861 0.3843763674
  45.0000000000 711.8400000000  0.1462645807 0.3843220303
  45.0000000000 711.5450000000  0.1462941482 0.3842679262
  45.0000000000 711.2490000000  0.1463237843 0.3842136964
  45.0000000000 710.9540000000  0.1463532835 0.3841597158
  45.0000000000 710.6600000000  0.1463826414 0.3841059918
  45.0000000000 710.3650000000  0.1464120527 0.3840521673
  45.0000000000 710.0710000000  0.1464413130 0.3839986153
  45.0000000000 709.7770000000  0.1464705171 0.3839451615
  45.0000000000 709.4830000000  0.1464996601 0.3838918141
  45.0000000000 709.1890000000  0.1465287371 0.3838385812
  45.0000000000 708.8960000000  0.1465576444 0.3837856515
  45.0000000000 708.6030000000  0.1465864763 0.3837328518
  45.0000000000 708.3100000000  0.1466152277 0.3836801903
  45.0000000000 708.0170000000  0.1466438938 0.3836276751
  45.0000000000 707.7250000000  0.1466723722 0.3835754927
  45.0000000000 707.4330000000  0.1467007560 0.3835234717
  45.0000000000 707.1410000000  0.1467290404 0.3834716202
  45.0000000000 706.8490000000  0.1467572204 0.3834199462
  45.0000000000 706.5580000000  0.1467851951 0.3833686338
  45.0000000000 706.2670000000  0.1468130564 0.3833175136
  45.0000000000 705.9760000000  0.1468407995 0.3832665937
  45.0000000000 705.6850000000  0.1468684194 0.3832158821
  45.0000000000 705.3950000000  0.1468958171 0.3831655598
  45.0000000000 705.1040000000  0.1469231765 0.3831152878
  45.0000000000 704.8140000000  0.1469503053 0.3830654188
  45.0000000000 704.5250000000  0.1469772059 0.3830159487
  45.0000000000 704.2350000000  0.1470040694 0.3829665269
  45.0000000000 703.9460000000  0.1470307155 0.3829174862
  45.0000000000 703.6570000000  0.1470572419 0.3828686475
  45.0000000000 703.3680000000  0.1470836537 0.3828200026
  45.0000000000 703.0800000000  0.1471098649 0.3827717109
  45.0000000000 702.7910000000  0.1471360625 0.3827234287
  45.0000000000 702.5030000000  0.1471620702 0.3826754821
  45.0000000000 702.2150000000  0.1471879836 0.3826276956
  45.0000000000 701.9280000000  0.1472137182 0.3825802263
  45.0000000000 701.6400000000  0.1472394583 0.3825327352
  45.0000000000 701.3530000000  0.1472650299 0.3824855442
  45.0000000000 701.0660000000  0.1472905274 0.3824384801
  45.0000000000 700.7800000000  0.1473158674 0.3823916982
  45.0000000000 700.4930000000  0.1473412318 0.3823448634
  45.0000000000 700.2070000000  0.1473664488 0.3822982940
  45.0000000000 699.9210000000  0.1473916116 0.3822518188
  45.0000000000 699.6360000000  0.1474166376 0.3822055918
  45.0000000000 699.3500000000  0.1474417070 0.3821592807
  45.0000000000 699.0650000000  0.1474666494 0.3821132015
  45.0000000000 698.7800000000  0.1474915575 0.3820671842
  45.0000000000 698.4950000000  0.1475164359 0.3820212209
  45.0000000000 698.2100000000  0.1475412896 0.3819753038
  45.0000000000 697.9260000000  0.1475660362 0.3819295859
  45.0000000000 697.6420000000  0.1475907679 0.3818838981
  45.0000000000 697.3580000000  0.1476154894 0.3818382327
  45.0000000000 697.0740000000  0.1476402055 0.3817925819
  45.0000000000 696.7910000000  0.1476648339 0.3817470985
  45.0000000000 696.5080000000  0.1476894665 0.3817016140
  45.0000000000 696.2250000000  0.1477141081 0.3816561208
  45.0000000000 695.9420000000  0.1477387634 0.3816106110
  45.0000000000 695.6600000000  0.1477633500 0.3815652378
  45.0000000000 695.3770000000  0.1477880469 0.3815196718
  45.0000000000 695.0950000000  0.1478126845 0.3814742272
  45.0000000000 694.8140000000  0.1478372671 0.3814288968
  45.0000000000 694.5320000000  0.1478619744 0.3813833504
  45.0000000000 694.2510000000  0.1478866359 0.3813379033
  45.0000000000 693.9700000000  0.1479113439 0.3812923865
  45.0000000000 693.6890000000  0.1479361030 0.3812467925
  45.0000000000 693.4080000000  0.1479609181 0.3812011135
  45.0000000000 693.1280000000  0.1479857050 0.3811555051
  45.0000000000 692.8470000000  0.1480106457 0.3811096339
  45.0000000000 692.5670000000  0.1480355673 0.3810638187
  45.0000000000 692.2880000000  0.1480604737 0.3810180533
  45.0000000000 692.0080000000  0.1480855480 0.3809720021
  45.0000000000 691.7290000000  0.1481106160 0.3809259865
  45.0000000000 691.4500000000  0.1481357715 0.3808798348
  45.0000000000 691.1710000000  0.1481610193 0.3808335395
  45.0000000000 690.8920000000  0.1481863641 0.3807870931
  45.0000000000 690.6140000000  0.1482117190 0.3807406555
  45.0000000000 690.3360000000  0.1482371794 0.3806940532
  45.0000000000 690.0580000000  0.1482627499 0.3806472786
  45.0000000000 689.7800000000  0.1482884351 0.3806003244
  45.0000000000 689.5030000000  0.1483141465 0.3805533531
  45.0000000000 689.2250000000  0.1483400746 0.3805060182
  45.0000000000 688.9480000000  0.1483660372 0.3804586528
  45.0000000000 688.6710000000  0.1483921321 0.3804110797
  45.0000000000 688.3950000000  0.1484182689 0.3803634645
  45.0000000000 688.1180000000  0.1484446416 0.3803154549
  45.0000000000 687.8420000000  0.1484710644 0.3802673900
  45.0000000000 687.5660000000  0.1484976367 0.3802190899
  45.0000000000 687.2910000000  0.1485242660 0.3801707235
  45.0000000000 687.0150000000  0.1485511505 0.3801219319
  45.0000000000 686.7400000000  0.1485781000 0.3800730613
  45.0000000000 686.4650000000  0.1486052161 0.3800239283
  45.0000000000 686.1900000000  0.1486325033 0.3799745257
  45.0000000000 685.9150000000  0.1486599662 0.3799248462
  45.0000000000 685.6410000000  0.1486875084 0.3798750649
  45.0000000000 685.3670000000  0.1487152341 0.3798249944
  45.0000000000 685.0930000000  0.1487431477 0.3797746278
  45.0000000000 684.8190000000  0.1487712533 0.3797239584
  45.0000000000 684.5450000000  0.1487995501 0.3796729878
  45.0000000000 684.2720000000  0.1488279296 0.3796219100
  45.0000000000 683.9990000000  0.1488564907 0.3795705463
  45.0000000000 683.7260000000  0.1488852292 0.3795189032
  45.0000000000 683.4530000000  0.1489141411 0.3794669872
  45.0000000000 683.1810000000  0.1489431153 0.3794149968
  45.0000000000 682.9090000000  0.1489722534 0.3793627486
  45.0000000000 682.6370000000  0.1490015513 0.3793102493
  45.0000000000 682.3650000000  0.1490310049 0.3792575053
  45.0000000000 682.0930000000  0.1490606100 0.3792045232
  45.0000000000 681.8220000000  0.1490902529 0.3791515056
  45.0000000000 681.5510000000  0.1491200382 0.3790982647
  45.0000000000 681.2800000000  0.1491499617 0.3790448068
  45.0000000000 681.0090000000  0.1491800195 0.3789911385
  45.0000000000 680.7390000000  0.1492100957 0.3789374654
  45.0000000000 680.4690000000  0.1492402970 0.3788835963
  45.0000000000 680.1980000000  0.1492707319 0.3788293369
  45.0000000000 679.9290000000  0.1493010588 0.3787752955
  45.0000000000 679.6590000000  0.1493316112 0.3787208766
  45.0000000000 679.3900000000  0.1493621588 0.3786664899
  45.0000000000 679.1200000000  0.1493929247 0.3786117373
  45.0000000000 678.8510000000  0.1494236769 0.3785570308
  45.0000000000 678.5830000000  0.1494544104 0.3785023784
  45.0000000000 678.3140000000  0.1494853504 0.3784473786
  45.0000000000 678.0460000000  0.1495162629 0.3783924467
  45.0000000000 677.7770000000  0.1495473747 0.3783371789
  45.0000000000 677.5100000000  0.1495783342 0.3782821988
  45.0000000000 677.2420000000  0.1496094851 0.3782268955
  45.0000000000 676.9740000000  0.1496407073 0.3781714810
  45.0000000000 676.7070000000  0.1496718801 0.3781161689
  45.0000000000 676.4400000000  0.1497031159 0.3780607588
  45.0000000000 676.1730000000  0.1497344106 0.3780052571
  45.0000000000 675.9060000000  0.1497657604 0.3779496700
  45.0000000000 675.6400000000  0.1497970436 0.3778942122
  45.0000000000 675.3740000000  0.1498283735 0.3778386820
  45.0000000000 675.1080000000  0.1498597463 0.3777830854
  45.0000000000 674.8420000000  0.1498911579 0.3777274287
  45.0000000000 674.5760000000  0.1499226044 0.3776717180
  45.0000000000 674.3110000000  0.1499539636 0.3776161691
  45.0000000000 674.0460000000  0.1499853496 0.3775605789
  45.0000000000 673.7810000000  0.1500167585 0.3775049535
  45.0000000000 673.5160000000  0.1500481865 0.3774492988
  45.0000000000 673.2510000000  0.1500796296 0.3773936212
  45.0000000000 672.9870000000  0.1501109651 0.3773381367
  45.0000000000 672.7230000000  0.1501423079 0.3772826415
  45.0000000000 672.4590000000  0.1501736540 0.3772271415
  45.0000000000 672.1950000000  0.1502049996 0.3771716429
  45.0000000000 671.9310000000  0.1502363407 0.3771161515
  45.0000000000 671.6680000000  0.1502675548 0.3770608837
  45.0000000000 671.4050000000  0.1502987567 0.3770056351
  45.0000000000 671.1420000000  0.1503299427 0.3769504117
  45.0000000000 670.8790000000  0.1503611088 0.3768952196
  45.0000000000 670.6170000000  0.1503921328 0.3768402743
  45.0000000000 670.3550000000  0.1504231294 0.3767853718
  45.0000000000 670.0920000000  0.1504542129 0.3767303088
  45.0000000000 669.8310000000  0.1504850252 0.3766757190
  45.0000000000 669.5690000000  0.1505159167 0.3766209805
  45.0000000000 669.3070000000  0.1505467654 0.3765663085
  45.0000000000 669.0460000000  0.1505774501 0.3765119172
  45.0000000000 668.7850000000  0.1506080848 0.3764576037
  45.0000000000 668.5240000000  0.1506386657 0.3764033737
  45.0000000000 668.2630000000  0.1506691889 0.3763492332
  45.0000000000 668.0030000000  0.1506995340 0.3762953948
  45.0000000000 667.7430000000  0.1507298144 0.3762416569
  45.0000000000 667.4830000000  0.1507600262 0.3761880251
  45.0000000000 667.2230000000  0.1507901657 0.3761345053
  45.0000000000 666.9630000000  0.1508202290 0.3760811033
  45.0000000000 666.7040000000  0.1508500973 0.3760280295
  45.0000000000 666.4440000000  0.1508799973 0.3759748800
  45.0000000000 666.1850000000  0.1509096953 0.3759220692
  45.0000000000 665.9270000000  0.1509391887 0.3758696014
  45.0000000000 665.6680000000  0.1509687021 0.3758170756
  45.0000000000 665.4090000000  0.1509981175 0.3757647011
  45.0000000000 665.1510000000  0.1510273180 0.3757126849
  45.0000000000 664.8930000000  0.1510564138 0.3756608302
  45.0000000000 664.6350000000  0.1510854040 0.3756091381
  45.0000000000 664.3780000000  0.1511141795 0.3755578036
  45.0000000000 664.1200000000  0.1511429671 0.3755064227
  45.0000000000 663.8630000000  0.1511715466 0.3754553888
  45.0000000000 663.6060000000  0.1512000325 0.3754044980
  45.0000000000 663.3490000000  0.1512284277 0.3753537455
  45.0000000000 663.0920000000  0.1512567352 0.3753031268
  45.0000000000 662.8360000000  0.1512848480 0.3752528333
  45.0000000000 662.5800000000  0.1513128795 0.3752026633
  45.0000000000 662.3240000000  0.1513408323 0.3751526121
  45.0000000000 662.0680000000  0.1513687094 0.3751026751
  45.0000000000 661.8120000000  0.1513965136 0.3750528478
  45.0000000000 661.5570000000  0.1514241396 0.3750033195
  45.0000000000 661.3010000000  0.1514518069 0.3749536972
  45.0000000000 661.0460000000  0.1514793021 0.3749043639
  45.0000000000 660.7910000000  0.1515067363 0.3748551212
  45.0000000000 660.5370000000  0.1515340051 0.3748061571
  45.0000000000 660.2820000000  0.1515613259 0.3747570814
  45.0000000000 660.0280000000  0.1515884875 0.3747082745
  45.0000000000 659.7740000000  0.1516155997 0.3746595393
  45.0000000000 659.5200000000  0.1516426654 0.3746108714
  45.0000000000 659.2660000000  0.1516696874 0.3745622662
  45.0000000000 659.0130000000  0.1516965624 0.3745139101
  45.0000000000 658.7600000000  0.1517233996 0.3744656073
  45.0000000000 658.5060000000  0.1517503077 0.3744171626
  45.0000000000 658.2540000000  0.1517769719 0.3743691436
  45.0000000000 658.0010000000  0.1518037125 0.3743209738
  45.0000000000 657.7480000000  0.1518304265 0.3742728393
  45.0000000000 657.4960000000  0.1518570113 0.3742249258
  45.0000000000 657.2440000000  0.1518835751 0.3741770386
  45.0000000000 656.9920000000  0.1519101209 0.3741291732
  45.0000000000 656.7400000000  0.1519366513 0.3740813252
  45.0000000000 656.4890000000  0.1519630640 0.3740336800
  45.0000000000 656.2370000000  0.1519895722 0.3739858535
  45.0000000000 655.9860000000  0.1520159682 0.3739382209
  45.0000000000 655.7350000000  0.1520423599 0.3738905881
  45.0000000000 655.4840000000  0.1520687503 0.3738429506
  45.0000000000 655.2340000000  0.1520950367 0.3737954940
  45.0000000000 654.9830000000  0.1521214324 0.3737478341
  45.0000000000 654.7330000000  0.1521477297 0.3737003465
  45.0000000000 654.4830000000  0.1521740364 0.3736528369
  45.0000000000 654.2330000000  0.1522003554 0.3736053011
  45.0000000000 653.9830000000  0.1522266893 0.3735577346
  45.0000000000 653.7340000000  0.1522529355 0.3735103237
  45.0000000000 653.4850000000  0.1522792019 0.3734628738
  45.0000000000 653.2360000000  0.1523054912 0.3734153806
  45.0000000000 652.9870000000  0.1523318063 0.3733678399
  45.0000000000 652.7380000000  0.1523581497 0.3733202474
  45.0000000000 652.4900000000  0.1523844182 0.3732727903
  45.0000000000 652.2410000000  0.1524108264 0.3732250815
  45.0000000000 651.9930000000  0.1524371649 0.3731775001
  45.0000000000 651.7450000000  0.1524635423 0.3731298502
  45.0000000000 651.4970000000  0.1524899614 0.3730821278
  45.0000000000 651.2500000000  0.1525163179 0.3730345213
  45.0000000000 651.0030000000  0.1525427211 0.3729868343
  45.0000000000 650.7550000000  0.1525692809 0.3729388691
  45.0000000000 650.5080000000  0.1525957856 0.3728910083
  45.0000000000 650.2620000000  0.1526222373 0.3728432488
  45.0000000000 650.0150000000  0.1526488538 0.3727951980
  45.0000000000 649.7680000000  0.1526755304 0.3727470457
  45.0000000000 649.5220000000  0.1527021612 0.3726989834
  45.0000000000 649.2760000000  0.1527288569 0.3726508122
  45.0000000000 649.0300000000  0.1527556201 0.3726025278
  45.0000000000 648.7850000000  0.1527823442 0.3725543231
  45.0000000000 648.5390000000  0.1528092500 0.3725058006
  45.0000000000 648.2940000000  0.1528361216 0.3724573505
  45.0000000000 648.0490000000  0.1528630706 0.3724087717
  45.0000000000 647.8040000000  0.1528900997 0.3723600601
  45.0000000000 647.5590000000  0.1529172116 0.3723112117
  45.0000000000 647.3140000000  0.1529444089 0.3722622223
  45.0000000000 647.0700000000  0.1529715827 0.3722132886
  45.0000000000 646.8260000000  0.1529988465 0.3721642070
  45.0000000000 646.5820000000  0.1530262029 0.3721149733
  45.0000000000 646.3380000000  0.1530536544 0.3720655835
  45.0000000000 646.0940000000  0.1530812038 0.3720160335
  45.0000000000 645.8510000000  0.1531087400 0.3719665233
  45.0000000000 645.6070000000  0.1531364924 0.3719166415
  45.0000000000 645.3640000000  0.1531642361 0.3718667927
  45.0000000000 645.1210000000  0.1531920873 0.3718167690
  45.0000000000 644.8790000000  0.1532199331 0.3717667734
  45.0000000000 644.6360000000  0.1532480045 0.3717163915
  45.0000000000 644.3940000000  0.1532760699 0.3716660397
  45.0000000000 644.1520000000  0.1533042438 0.3716155126
  45.0000000000 643.9100000000  0.1533325253 0.3715648121
  45.0000000000 643.6680000000  0.1533609138 0.3715139399
  45.0000000000 643.4260000000  0.1533894083 0.3714628976
  45.0000000000 643.1850000000  0.1534178898 0.3714118990
  45.0000000000 642.9430000000  0.1534465937 0.3713605225
  45.0000000000 642.7020000000  0.1534752822 0.3713091946
  45.0000000000 642.4610000000  0.1535040728 0.3712577048
  45.0000000000 642.2200000000  0.1535329648 0.3712060550
  45.0000000000 641.9800000000  0.1535618369 0.3711544622
  45.0000000000 641.7400000000  0.1535908079 0.3711027140
  45.0000000000 641.4990000000  0.1536199985 0.3710505956
  45.0000000000 641.2590000000  0.1536491656 0.3709985411
  45.0000000000 641.0190000000  0.1536784293 0.3709463364
  45.0000000000 640.7800000000  0.1537076664 0.3708942016
  45.0000000000 640.5400000000  0.1537371208 0.3708417020
  45.0000000000 640.3010000000  0.1537665462 0.3707892769
  45.0000000000 640.0620000000  0.1537960644 0.3707367095
  45.0000000000 639.8230000000  0.1538256746 0.3706840015
  45.0000000000 639.5840000000  0.1538553761 0.3706311545
  45.0000000000 639.3460000000  0.1538850432 0.3705783922
  45.0000000000 639.1070000000  0.1539149245 0.3705252729
  45.0000000000 638.8690000000  0.1539447693 0.3704722427
  45.0000000000 638.6310000000  0.1539747014 0.3704190814
  45.0000000000 638.3930000000  0.1540047203 0.3703657906
  45.0000000000 638.1550000000  0.1540348251 0.3703123719
  45.0000000000 637.9180000000  0.1540648880 0.3702590523
  45.0000000000 637.6800000000  0.1540951620 0.3702053834
  45.0000000000 637.4430000000  0.1541253919 0.3701518180
  45.0000000000 637.2060000000  0.1541557040 0.3700981323
  45.0000000000 636.9690000000  0.1541860975 0.3700443281
  45.0000000000 636.7330000000  0.1542164429 0.3699906347
  45.0000000000 636.4960000000  0.1542469967 0.3699365987
  45.0000000000 636.2600000000  0.1542775001 0.3698826778
  45.0000000000 636.0240000000  0.1543080813 0.3698286459
  45.0000000000 635.7880000000  0.1543387395 0.3697745045
  45.0000000000 635.5520000000  0.1543694739 0.3697202553
  45.0000000000 635.3170000000  0.1544001530 0.3696661304
  45.0000000000 635.0810000000  0.1544310372 0.3696116708
  45.0000000000 634.8460000000  0.1544618641 0.3695573397
  45.0000000000 634.6110000000  0.1544927635 0.3695029082
  45.0000000000 634.3760000000  0.1545237348 0.3694483777
  45.0000000000 634.1410000000  0.1545547771 0.3693937500
  45.0000000000 633.9070000000  0.1545857573 0.3693392597
  45.0000000000 633.6720000000  0.1546169392 0.3692844426
  45.0000000000 633.4380000000  0.1546480569 0.3692297670
  45.0000000000 633.2040000000  0.1546792421 0.3691750012
  45.0000000000 632.9700000000  0.1547104940 0.3691201470
  45.0000000000 632.7360000000  0.1547418119 0.3690652058
  45.0000000000 632.5030000000  0.1547730608 0.3690104147
  45.0000000000 632.2700000000  0.1548043737 0.3689555405
  45.0000000000 632.0360000000  0.1548358847 0.3689003489
  45.0000000000 631.8030000000  0.1548673236 0.3688453130
  45.0000000000 631.5710000000  0.1548986889 0.3687904356
  45.0000000000 631.3380000000  0.1549302502 0.3687352450
  45.0000000000 631.1050000000  0.1549618719 0.3686799793
  45.0000000000 630.8730000000  0.1549934169 0.3686248777
  45.0000000000 630.6410000000  0.1550250203 0.3685697046
  45.0000000000 630.4090000000  0.1550566812 0.3685144616
  45.0000000000 630.1770000000  0.1550883989 0.3684591504
  45.0000000000 629.9460000000  0.1551200356 0.3684040112
  45.0000000000 629.7140000000  0.1551518644 0.3683485682
  45.0000000000 629.4830000000  0.1551836103 0.3682933010
  45.0000000000 629.2520000000  0.1552154096 0.3682379722
  45.0000000000 629.0210000000  0.1552472616 0.3681825834
  45.0000000000 628.7900000000  0.1552791655 0.3681271361
  45.0000000000 628.5590000000  0.1553111206 0.3680716318
  45.0000000000 628.3290000000  0.1553429874 0.3680163127
  45.0000000000 628.0990000000  0.1553749036 0.3679609402
  45.0000000000 627.8690000000  0.1554068684 0.3679055157
  45.0000000000 627.6390000000  0.1554388811 0.3678500409
  45.0000000000 627.4090000000  0.1554709408 0.3677945172
  45.0000000000 627.1790000000  0.1555030470 0.3677389461
  45.0000000000 626.9500000000  0.1555350589 0.3676835711
  45.0000000000 626.7210000000  0.1555671154 0.3676281522
  45.0000000000 626.4920000000  0.1555992157 0.3675726908
  45.0000000000 626.2630000000  0.1556313591 0.3675171884
  45.0000000000 626.0340000000  0.1556635449 0.3674616467
  45.0000000000 625.8050000000  0.1556957724 0.3674060670
  45.0000000000 625.5770000000  0.1557278998 0.3673506938
  45.0000000000 625.3490000000  0.1557600670 0.3672952859
  45.0000000000 625.1200000000  0.1557924148 0.3672396017
  45.0000000000 624.8930000000  0.1558245183 0.3671843723
  45.0000000000 624.6650000000  0.1558568011 0.3671288684
  45.0000000000 624.4370000000  0.1558891215 0.3670733327
  45.0000000000 624.2100000000  0.1559213373 0.3670180085
  45.0000000000 623.9830000000  0.1559535899 0.3669626516
  45.0000000000 623.7550000000  0.1559860212 0.3669070175
  45.0000000000 623.5280000000  0.1560183467 0.3668515933
  45.0000000000 623.3020000000  0.1560505655 0.3667963792
  45.0000000000 623.0750000000  0.1560829624 0.3667408858
  45.0000000000 622.8490000000  0.1561152518 0.3666856014
  45.0000000000 622.6220000000  0.1561477192 0.3666300364
  45.0000000000 622.3960000000  0.1561800782 0.3665746795
  45.0000000000 622.1700000000  0.1562124715 0.3665192856
  45.0000000000 621.9450000000  0.1562447553 0.3664640994
  45.0000000000 621.7190000000  0.1562772163 0.3664086297
  45.0000000000 621.4940000000  0.1563095669 0.3663533669
  45.0000000000 621.2680000000  0.1563420945 0.3662978192
  45.0000000000 621.0430000000  0.1563745109 0.3662424776
