# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 794.6880000000  0.1257803766 0.4172556292
  45.0000000000 794.3190000000  0.1259109805 0.4170614900
  45.0000000000 793.9510000000  0.1260416206 0.4168676246
  45.0000000000 793.5840000000  0.1261722962 0.4166740333
  45.0000000000 793.2160000000  0.1263034116 0.4164799725
  45.0000000000 792.8490000000  0.1264337556 0.4162876818
  45.0000000000 792.4830000000  0.1265649412 0.4160941701
  45.0000000000 792.1160000000  0.1266965672 0.4159001887
  45.0000000000 791.7510000000  0.1268280248 0.4157068555
  45.0000000000 791.3850000000  0.1269599232 0.4155130526
  45.0000000000 791.0200000000  0.1270910481 0.4153210194
  45.0000000000 790.6550000000  0.1272232182 0.4151273955
  45.0000000000 790.2900000000  0.1273556262 0.4149336749
  45.0000000000 789.9260000000  0.1274880677 0.4147402312
  45.0000000000 789.5620000000  0.1276207469 0.4145466912
  45.0000000000 789.1980000000  0.1277528555 0.4143545465
  45.0000000000 788.8350000000  0.1278858053 0.4141611876
  45.0000000000 788.4720000000  0.1280189929 0.4139677327
  45.0000000000 788.1100000000  0.1281522126 0.4137745562
  45.0000000000 787.7470000000  0.1282850668 0.4135823997
  45.0000000000 787.3860000000  0.1284185558 0.4133894061
  45.0000000000 787.0240000000  0.1285524889 0.4131959426
  45.0000000000 786.6630000000  0.1286864533 0.4130027585
  45.0000000000 786.3020000000  0.1288206556 0.4128094793
  45.0000000000 785.9410000000  0.1289542859 0.4126175928
  45.0000000000 785.5810000000  0.1290887568 0.4124244983
  45.0000000000 785.2210000000  0.1292234656 0.4122313090
  45.0000000000 784.8610000000  0.1293584125 0.4120380251
  45.0000000000 784.5020000000  0.1294933893 0.4118450222
  45.0000000000 784.1430000000  0.1296277931 0.4116534106
  45.0000000000 783.7850000000  0.1297630370 0.4114605946
  45.0000000000 783.4260000000  0.1298987276 0.4112673085
  45.0000000000 783.0680000000  0.1300344475 0.4110743045
  45.0000000000 782.7110000000  0.1301701958 0.4108815830
  45.0000000000 782.3540000000  0.1303053703 0.4106902514
  45.0000000000 781.9970000000  0.1304415724 0.4104973476
  45.0000000000 781.6400000000  0.1305780343 0.4103043450
  45.0000000000 781.2840000000  0.1307145240 0.4101116260
  45.0000000000 780.9280000000  0.1308512517 0.4099188139
  45.0000000000 780.5720000000  0.1309874050 0.4097273901
  45.0000000000 780.2170000000  0.1311243976 0.4095347687
  45.0000000000 779.8620000000  0.1312616281 0.4093420547
  45.0000000000 779.5070000000  0.1313990967 0.4091492479
  45.0000000000 779.1520000000  0.1315368037 0.4089563485
  45.0000000000 778.7980000000  0.1316737236 0.4087652137
  45.0000000000 778.4450000000  0.1318114819 0.4085728851
  45.0000000000 778.0910000000  0.1319496910 0.4083800862
  45.0000000000 777.7380000000  0.1320879253 0.4081875735
  45.0000000000 777.3850000000  0.1322263977 0.4079949690
  45.0000000000 777.0330000000  0.1323640809 0.4078041283
  45.0000000000 776.6810000000  0.1325028157 0.4076117187
  45.0000000000 776.3290000000  0.1326417886 0.4074192175
  45.0000000000 775.9770000000  0.1327809998 0.4072266249
  45.0000000000 775.6260000000  0.1329202346 0.4070343202
  45.0000000000 775.2750000000  0.1330588930 0.4068433993
  45.0000000000 774.9250000000  0.1331983888 0.4066512916
  45.0000000000 774.5750000000  0.1333912997 0.4063416691
  45.0000000000 774.2250000000  0.1335927004 0.4060135417
  45.0000000000 773.8750000000  0.1337942787 0.4056855075
  45.0000000000 773.5260000000  0.1339958180 0.4053579467
  45.0000000000 773.1770000000  0.1341975342 0.4050304795
  45.0000000000 772.8280000000  0.1343994273 0.4047031060
  45.0000000000 772.4800000000  0.1346013038 0.4043762007
  45.0000000000 772.1320000000  0.1348033325 0.4040493955
  45.0000000000 771.7840000000  0.1350055374 0.4037226845
  45.0000000000 771.4370000000  0.1352077000 0.4033964486
  45.0000000000 771.0900000000  0.1354100381 0.4030703072
  45.0000000000 770.7430000000  0.1356125518 0.4027442605
  45.0000000000 770.3970000000  0.1358150215 0.4024186898
  45.0000000000 770.0500000000  0.1360179102 0.4020928266
  45.0000000000 769.7050000000  0.1362205098 0.4017678274
  45.0000000000 769.3590000000  0.1364235040 0.4014425420
  45.0000000000 769.0140000000  0.1366272701 0.4011162786
  45.0000000000 768.6690000000  0.1368303927 0.4007915669
  45.0000000000 768.3240000000  0.1370336893 0.4004669510
  45.0000000000 767.9800000000  0.1372369384 0.4001428128
  45.0000000000 767.6360000000  0.1374403855 0.3998187646
  45.0000000000 767.2920000000  0.1376439814 0.3994948186
  45.0000000000 766.9490000000  0.1378475279 0.3991713513
  45.0000000000 766.6060000000  0.1380512472 0.3988479806
  45.0000000000 766.2630000000  0.1382551392 0.3985247064
  45.0000000000 765.9210000000  0.1384589802 0.3982019117
  45.0000000000 765.5790000000  0.1386629933 0.3978792141
  45.0000000000 765.2370000000  0.1388672032 0.3975566072
  45.0000000000 764.8950000000  0.1390715603 0.3972341037
  45.0000000000 764.5540000000  0.1392758642 0.3969120807
  45.0000000000 764.2130000000  0.1394803395 0.3965901552
  45.0000000000 763.8730000000  0.1396847604 0.3962687108
  45.0000000000 763.5320000000  0.1398895779 0.3959469807
  45.0000000000 763.1920000000  0.1400943403 0.3956257320
  45.0000000000 762.8530000000  0.1402998928 0.3953035246
  45.0000000000 762.5130000000  0.1405049962 0.3949824734
  45.0000000000 762.1740000000  0.1407100427 0.3946619044
  45.0000000000 761.8350000000  0.1409152591 0.3943414339
  45.0000000000 761.4970000000  0.1411204174 0.3940214464
  45.0000000000 761.1590000000  0.1413257448 0.3937015576
  45.0000000000 760.8210000000  0.1415312413 0.3933817678
  45.0000000000 760.4830000000  0.1417369324 0.3930620706
  45.0000000000 760.1460000000  0.1419425378 0.3927428636
  45.0000000000 759.8090000000  0.1421483117 0.3924237560
  45.0000000000 759.4720000000  0.1423542538 0.3921047478
  45.0000000000 759.1360000000  0.1425601341 0.3917862242
  45.0000000000 758.8000000000  0.1427661820 0.3914678005
  45.0000000000 758.4640000000  0.1429723976 0.3911494766
  45.0000000000 758.1280000000  0.1431788066 0.3908312461
  45.0000000000 757.7930000000  0.1433851258 0.3905135077
  45.0000000000 757.4580000000  0.1435916120 0.3901958696
  45.0000000000 757.1230000000  0.1437982650 0.3898783318
  45.0000000000 756.7890000000  0.1440056761 0.3895598665
  45.0000000000 756.4550000000  0.1442124297 0.3892429169
  45.0000000000 756.1210000000  0.1444193494 0.3889260681
  45.0000000000 755.7880000000  0.1446262279 0.3886096998
  45.0000000000 755.4550000000  0.1448332456 0.3882934392
  45.0000000000 755.1220000000  0.1450404288 0.3879772798
  45.0000000000 754.7890000000  0.1452477774 0.3876612216
  45.0000000000 754.4570000000  0.1454550564 0.3873456515
  45.0000000000 754.1250000000  0.1456625000 0.3870301830
  45.0000000000 753.7930000000  0.1458701084 0.3867148161
  45.0000000000 753.4620000000  0.1460776718 0.3863999313
  45.0000000000 753.1310000000  0.1462853728 0.3860851552
  45.0000000000 752.8000000000  0.1464932377 0.3857704812
  45.0000000000 752.4700000000  0.1467010295 0.3854562966
  45.0000000000 752.1390000000  0.1469092218 0.3851418270
  45.0000000000 751.8090000000  0.1471173402 0.3848278472
  45.0000000000 751.4800000000  0.1473253840 0.3845143577
  45.0000000000 751.1500000000  0.1475111414 0.3842193319
  45.0000000000 750.8210000000  0.1476886767 0.3839315554
  45.0000000000 750.4930000000  0.1478660978 0.3836442410
  45.0000000000 750.1640000000  0.1480438820 0.3833566127
  45.0000000000 749.8360000000  0.1482215514 0.3830694468
  45.0000000000 749.5080000000  0.1483993450 0.3827823553
  45.0000000000 749.1800000000  0.1485772626 0.3824953381
  45.0000000000 748.8530000000  0.1487542363 0.3822101720
  45.0000000000 748.5260000000  0.1489321611 0.3819236916
  45.0000000000 748.1990000000  0.1491102096 0.3816372859
  45.0000000000 747.8730000000  0.1492881406 0.3813513439
  45.0000000000 747.5460000000  0.1494664360 0.3810650879
  45.0000000000 747.2210000000  0.1496443716 0.3807796849
  45.0000000000 746.8950000000  0.1498226718 0.3804939681
  45.0000000000 746.5700000000  0.1500008796 0.3802087090
  45.0000000000 746.2450000000  0.1501791832 0.3799235319
  45.0000000000 745.9200000000  0.1503567795 0.3796398096
  45.0000000000 745.5950000000  0.1505353280 0.3793547824
  45.0000000000 745.2710000000  0.1507137557 0.3790702204
  45.0000000000 744.9470000000  0.1508923055 0.3787857341
  45.0000000000 744.6230000000  0.1510709774 0.3785013236
  45.0000000000 744.3000000000  0.1512495270 0.3782173789
  45.0000000000 743.9770000000  0.1514281981 0.3779335102
  45.0000000000 743.6540000000  0.1516069908 0.3776497175
  45.0000000000 743.3320000000  0.1517856599 0.3773663914
  45.0000000000 743.0090000000  0.1519638636 0.3770841218
  45.0000000000 742.6870000000  0.1521427748 0.3768009472
  45.0000000000 742.3660000000  0.1523215609 0.3765182398
  45.0000000000 742.0440000000  0.1525007140 0.3762352181
  45.0000000000 741.7230000000  0.1526797415 0.3759526638
  45.0000000000 741.4020000000  0.1528588894 0.3756701862
  45.0000000000 741.0820000000  0.1530379106 0.3753881765
  45.0000000000 740.7610000000  0.1532172995 0.3751058524
  45.0000000000 740.4410000000  0.1533965610 0.3748239965
  45.0000000000 740.1220000000  0.1535756944 0.3745426090
  45.0000000000 739.8020000000  0.1537543617 0.3742622685
  45.0000000000 739.4830000000  0.1539337341 0.3739810345
  45.0000000000 739.1640000000  0.1541132260 0.3736998778
  45.0000000000 738.8450000000  0.1542928374 0.3734187984
  45.0000000000 738.5270000000  0.1544723186 0.3731381884
  45.0000000000 738.2090000000  0.1546519189 0.3728576559
  45.0000000000 737.8910000000  0.1548316381 0.3725772011
  45.0000000000 737.5730000000  0.1550114763 0.3722968240
  45.0000000000 737.2560000000  0.1551911827 0.3720169169
  45.0000000000 736.9390000000  0.1553701717 0.3717384403
  45.0000000000 736.6220000000  0.1555501148 0.3714586881
  45.0000000000 736.3060000000  0.1557299247 0.3711794066
  45.0000000000 735.9900000000  0.1559098794 0.3709001968
  45.0000000000 735.6740000000  0.1560899251 0.3706210717
  45.0000000000 735.3580000000  0.1562700888 0.3703420248
  45.0000000000 735.0430000000  0.1564501174 0.3700634493
  45.0000000000 734.7280000000  0.1566302635 0.3697849523
  45.0000000000 734.4130000000  0.1568105270 0.3695065338
  45.0000000000 734.0980000000  0.1569900703 0.3692295380
  45.0000000000 733.7840000000  0.1571703143 0.3689516692
  45.0000000000 733.4700000000  0.1573506752 0.3686738792
  45.0000000000 733.1560000000  0.1575311531 0.3683961681
  45.0000000000 732.8430000000  0.1577114927 0.3681189295
  45.0000000000 732.5290000000  0.1578922041 0.3678413762
  45.0000000000 732.2160000000  0.1580727768 0.3675642958
  45.0000000000 731.9040000000  0.1582532099 0.3672876886
  45.0000000000 731.5910000000  0.1584340150 0.3670107666
  45.0000000000 731.2790000000  0.1586138406 0.3667356536
  45.0000000000 730.9670000000  0.1587946212 0.3664592835
  45.0000000000 730.6560000000  0.1589752605 0.3661833872
  45.0000000000 730.3440000000  0.1591562725 0.3659071761
  45.0000000000 730.0330000000  0.1593371427 0.3656314391
  45.0000000000 729.7220000000  0.1595181282 0.3653557818
  45.0000000000 729.4120000000  0.1596989706 0.3650805990
  45.0000000000 729.1010000000  0.1598587685 0.3648225359
  45.0000000000 728.7910000000  0.1600059240 0.3645746077
  45.0000000000 728.4820000000  0.1601538157 0.3643257711
  45.0000000000 728.1720000000  0.1603012250 0.3640779043
  45.0000000000 727.8630000000  0.1604485285 0.3638304571
  45.0000000000 727.5540000000  0.1605959315 0.3635830467
  45.0000000000 727.2450000000  0.1607434879 0.3633356607
  45.0000000000 726.9370000000  0.1608908836 0.3630887072
  45.0000000000 726.6290000000  0.1610392753 0.3628404556
  45.0000000000 726.3210000000  0.1611869234 0.3625935647
  45.0000000000 726.0130000000  0.1613347244 0.3623466989
  45.0000000000 725.7050000000  0.1614826249 0.3620998700
  45.0000000000 725.3980000000  0.1616304166 0.3618534624
  45.0000000000 725.0910000000  0.1617783073 0.3616070921
  45.0000000000 724.7850000000  0.1619269066 0.3613598311
  45.0000000000 724.4780000000  0.1620750757 0.3611135185
  45.0000000000 724.1720000000  0.1622230812 0.3608676398
  45.0000000000 723.8660000000  0.1623712387 0.3606217868
  45.0000000000 723.5610000000  0.1625192318 0.3603763682
  45.0000000000 723.2550000000  0.1626676399 0.3601305788
  45.0000000000 722.9500000000  0.1628167300 0.3598839102
  45.0000000000 722.6460000000  0.1629648610 0.3596389794
  45.0000000000 722.3410000000  0.1631133546 0.3593936895
  45.0000000000 722.0370000000  0.1632617350 0.3591488232
  45.0000000000 721.7330000000  0.1634102137 0.3589039949
  45.0000000000 721.4290000000  0.1635588434 0.3586591933
  45.0000000000 721.1250000000  0.1637084200 0.3584131207
  45.0000000000 720.8220000000  0.1638570076 0.3581687880
  45.0000000000 720.5190000000  0.1640057456 0.3579244823
  45.0000000000 720.2160000000  0.1641545818 0.3576802150
  45.0000000000 719.9140000000  0.1643033020 0.3574363728
  45.0000000000 719.6110000000  0.1644523867 0.3571921711
  45.0000000000 719.3090000000  0.1646022051 0.3569470902
  45.0000000000 719.0080000000  0.1647510043 0.3567037515
  45.0000000000 718.7060000000  0.1649002204 0.3564600422
  45.0000000000 718.4050000000  0.1650492669 0.3562167699
  45.0000000000 718.1040000000  0.1651984628 0.3559735255
  45.0000000000 717.8030000000  0.1653477565 0.3557303200
  45.0000000000 717.5020000000  0.1654980513 0.3554858426
  45.0000000000 717.2020000000  0.1656473237 0.3552431035
  45.0000000000 716.9020000000  0.1657967451 0.3550003927
  45.0000000000 716.6020000000  0.1659462639 0.3547577210
  45.0000000000 716.3030000000  0.1660956364 0.3545154822
  45.0000000000 716.0040000000  0.1662451573 0.3542732720
  45.0000000000 715.7050000000  0.1663956288 0.3540298058
  45.0000000000 715.4060000000  0.1665453955 0.3537876645
  45.0000000000 715.1070000000  0.1666952596 0.3535455626
  45.0000000000 714.8090000000  0.1668450011 0.3533038891
  45.0000000000 714.5110000000  0.1669948396 0.3530622552
  45.0000000000 714.2130000000  0.1671448260 0.3528206505
  45.0000000000 713.9160000000  0.1672954928 0.3525781945
  45.0000000000 713.6190000000  0.1674454522 0.3523370595
  45.0000000000 713.3220000000  0.1675955083 0.3520959643
  45.0000000000 713.0250000000  0.1677457117 0.3518548988
  45.0000000000 712.7280000000  0.1678960119 0.3516138731
  45.0000000000 712.4320000000  0.1680461865 0.3513732774
  45.0000000000 712.1360000000  0.1681973142 0.3511314356
  45.0000000000 711.8400000000  0.1683477072 0.3508909159
  45.0000000000 711.5450000000  0.1684979733 0.3506508267
  45.0000000000 711.2490000000  0.1686486095 0.3504103772
  45.0000000000 710.9540000000  0.1687991182 0.3501703587
  45.0000000000 710.6600000000  0.1689494485 0.3499307813
  45.0000000000 710.3650000000  0.1691010578 0.3496895521
  45.0000000000 710.0710000000  0.1692516303 0.3494500466
  45.0000000000 709.7770000000  0.1694023486 0.3492105719
  45.0000000000 709.4830000000  0.1695531629 0.3489711378
  45.0000000000 709.1890000000  0.1697041230 0.3487317346
  45.0000000000 708.8960000000  0.1698549030 0.3484927733
  45.0000000000 708.6030000000  0.1700066880 0.3482525663
  45.0000000000 708.3100000000  0.1701258663 0.3480575737
  45.0000000000 708.0170000000  0.1702150731 0.3479038915
  45.0000000000 707.7250000000  0.1703032381 0.3477518448
  45.0000000000 707.4330000000  0.1703923345 0.3475984846
  45.0000000000 707.1410000000  0.1704806899 0.3474463531
  45.0000000000 706.8490000000  0.1705691404 0.3472941790
  45.0000000000 706.5580000000  0.1706582459 0.3471410944
  45.0000000000 706.2670000000  0.1707466091 0.3469892379
  45.0000000000 705.9760000000  0.1708359301 0.3468360649
  45.0000000000 705.6850000000  0.1709244593 0.3466841286
  45.0000000000 705.3950000000  0.1710136929 0.3465312745
  45.0000000000 705.1040000000  0.1711024370 0.3463792493
  45.0000000000 704.8140000000  0.1711918373 0.3462263163
  45.0000000000 704.5250000000  0.1712802139 0.3460750130
  45.0000000000 704.2350000000  0.1713689646 0.3459232646
  45.0000000000 703.9460000000  0.1714583717 0.3457706098
  45.0000000000 703.6570000000  0.1715470332 0.3456191810
  45.0000000000 703.3680000000  0.1716366554 0.3454664388
  45.0000000000 703.0800000000  0.1717252028 0.3453153346
  45.0000000000 702.7910000000  0.1718150158 0.3451625096
  45.0000000000 702.5030000000  0.1719037774 0.3450113179
  45.0000000000 702.2150000000  0.1719934768 0.3448588185
  45.0000000000 701.9280000000  0.1720821475 0.3447079480
  45.0000000000 701.6400000000  0.1721711940 0.3445566317
  45.0000000000 701.3530000000  0.1722608983 0.3444044129
  45.0000000000 701.0660000000  0.1723498536 0.3442534183
  45.0000000000 700.7800000000  0.1724394906 0.3441015179
  45.0000000000 700.4930000000  0.1725286358 0.3439504408
  45.0000000000 700.2070000000  0.1726184394 0.3437984629
  45.0000000000 699.9210000000  0.1727074924 0.3436477084
  45.0000000000 699.6360000000  0.1727972276 0.3434960500
  45.0000000000 699.3500000000  0.1728864468 0.3433452176
  45.0000000000 699.0650000000  0.1729755015 0.3431947452
  45.0000000000 698.7800000000  0.1730655218 0.3430429649
  45.0000000000 698.4950000000  0.1731547426 0.3428924149
  45.0000000000 698.2100000000  0.1732449533 0.3427405536
  45.0000000000 697.9260000000  0.1733341038 0.3425903237
  45.0000000000 697.6420000000  0.1734241977 0.3424387913
  45.0000000000 697.3580000000  0.1735135376 0.3422884803
  45.0000000000 697.0740000000  0.1736029722 0.3421381286
  45.0000000000 696.7910000000  0.1736930669 0.3419868813
  45.0000000000 696.5080000000  0.1737824065 0.3418368549
  45.0000000000 696.2250000000  0.1738727144 0.3416855236
  45.0000000000 695.9420000000  0.1739622202 0.3415354203
  45.0000000000 695.6600000000  0.1740524329 0.3413844157
  45.0000000000 695.3770000000  0.1741421515 0.3412342279
  45.0000000000 695.0950000000  0.1742325311 0.3410831472
  45.0000000000 694.8140000000  0.1743218674 0.3409336931
  45.0000000000 694.5320000000  0.1744115841 0.3407837916
  45.0000000000 694.2510000000  0.1745019622 0.3406329987
  45.0000000000 693.9700000000  0.1745915819 0.3404834246
  45.0000000000 693.6890000000  0.1746821727 0.3403325487
  45.0000000000 693.4080000000  0.1747719587 0.3401828984
  45.0000000000 693.1280000000  0.1748624523 0.3400323511
  45.0000000000 692.8470000000  0.1749524505 0.3398826175
  45.0000000000 692.5670000000  0.1750431110 0.3397319950
  45.0000000000 692.2880000000  0.1751327231 0.3395829980
  45.0000000000 692.0080000000  0.1752227174 0.3394335531
  45.0000000000 691.7290000000  0.1753133969 0.3392832172
  45.0000000000 691.4500000000  0.1754032694 0.3391341051
  45.0000000000 691.1710000000  0.1754941384 0.3389836909
  45.0000000000 690.8920000000  0.1755842225 0.3388344965
  45.0000000000 690.6140000000  0.1756749697 0.3386844163
  45.0000000000 690.3360000000  0.1757649536 0.3385355520
  45.0000000000 690.0580000000  0.1758559126 0.3383853906
  45.0000000000 689.7800000000  0.1759460630 0.3382364512
  45.0000000000 689.5030000000  0.1760360401 0.3380878785
  45.0000000000 689.2250000000  0.1761272832 0.3379376003
  45.0000000000 688.9480000000  0.1762174268 0.3377889528
  45.0000000000 688.6710000000  0.1762932251 0.3376581630
  45.0000000000 688.3950000000  0.1763451560 0.3375571219
  45.0000000000 688.1180000000  0.1763974674 0.3374556087
  45.0000000000 687.8420000000  0.1764495781 0.3373544429
  45.0000000000 687.5660000000  0.1765017568 0.3372532180
  45.0000000000 687.2910000000  0.1765537562 0.3371523378
  45.0000000000 687.0150000000  0.1766061371 0.3370509851
  45.0000000000 686.7400000000  0.1766583166 0.3369499805
  45.0000000000 686.4650000000  0.1767105862 0.3368489138
  45.0000000000 686.1900000000  0.1767629461 0.3367477847
  45.0000000000 685.9150000000  0.1768153962 0.3366465934
  45.0000000000 685.6410000000  0.1768676445 0.3365457509
  45.0000000000 685.3670000000  0.1769199831 0.3364448463
  45.0000000000 685.0930000000  0.1769723903 0.3363438824
  45.0000000000 684.8190000000  0.1770249097 0.3362428535
  45.0000000000 684.5450000000  0.1770775195 0.3361417623
  45.0000000000 684.2720000000  0.1771299270 0.3360410206
  45.0000000000 683.9990000000  0.1771824248 0.3359402169
  45.0000000000 683.7260000000  0.1772350132 0.3358393512
  45.0000000000 683.4530000000  0.1772876923 0.3357384233
  45.0000000000 683.1810000000  0.1773401683 0.3356378456
  45.0000000000 682.9090000000  0.1773927350 0.3355372060
  45.0000000000 682.6370000000  0.1774453711 0.3354365072
  45.0000000000 682.3650000000  0.1774981192 0.3353357436
  45.0000000000 682.0930000000  0.1775509582 0.3352349180
  45.0000000000 681.8220000000  0.1776035935 0.3351344433
  45.0000000000 681.5510000000  0.1776563197 0.3350339067
  45.0000000000 681.2800000000  0.1777091367 0.3349333083
  45.0000000000 681.0090000000  0.1777620447 0.3348326479
  45.0000000000 680.7390000000  0.1778147486 0.3347323391
  45.0000000000 680.4690000000  0.1778675434 0.3346319686
  45.0000000000 680.1980000000  0.1779207040 0.3345311250
  45.0000000000 679.9290000000  0.1779733853 0.3344310446
  45.0000000000 679.6590000000  0.1780264534 0.3343304886
  45.0000000000 679.3900000000  0.1780793167 0.3342302849
  45.0000000000 679.1200000000  0.1781325674 0.3341296052
  45.0000000000 678.8510000000  0.1781856132 0.3340292781
  45.0000000000 678.5830000000  0.1782384538 0.3339293038
  45.0000000000 678.3140000000  0.1782916822 0.3338288532
  45.0000000000 678.0460000000  0.1783447052 0.3337287557
  45.0000000000 677.7770000000  0.1783981166 0.3336281815
  45.0000000000 677.5100000000  0.1784510052 0.3335283781
  45.0000000000 677.2420000000  0.1785043026 0.3334280956
  45.0000000000 676.9740000000  0.1785576916 0.3333277515
  45.0000000000 676.7070000000  0.1786108746 0.3332277612
  45.0000000000 676.4400000000  0.1786641492 0.3331277094
  45.0000000000 676.1730000000  0.1787175154 0.3330275960
  45.0000000000 675.9060000000  0.1787709734 0.3329274210
  45.0000000000 675.6400000000  0.1788242248 0.3328276005
  45.0000000000 675.3740000000  0.1788775679 0.3327277185
  45.0000000000 675.1080000000  0.1789309830 0.3326277772
  45.0000000000 674.8420000000  0.1789845097 0.3325277723
  45.0000000000 674.5760000000  0.1790381284 0.3324277059
  45.0000000000 674.3110000000  0.1790915400 0.3323279947
  45.0000000000 674.0460000000  0.1791450434 0.3322282222
  45.0000000000 673.7810000000  0.1791986388 0.3321283884
  45.0000000000 673.5160000000  0.1792523262 0.3320284931
  45.0000000000 673.2510000000  0.1793061058 0.3319285364
  45.0000000000 672.9870000000  0.1793596777 0.3318289357
  45.0000000000 672.7230000000  0.1794133223 0.3317292754
  45.0000000000 672.4590000000  0.1794670785 0.3316295521
  45.0000000000 672.1950000000  0.1795209269 0.3315297675
  45.0000000000 671.9310000000  0.1795748677 0.3314299215
  45.0000000000 671.6680000000  0.1796286002 0.3313304322
  45.0000000000 671.4050000000  0.1796824249 0.3312308818
  45.0000000000 671.1420000000  0.1797363420 0.3311312701
  45.0000000000 670.8790000000  0.1797903516 0.3310315972
  45.0000000000 670.6170000000  0.1798441523 0.3309322816
  45.0000000000 670.3550000000  0.1798980265 0.3308329066
  45.0000000000 670.0920000000  0.1799417805 0.3307504361
  45.0000000000 669.8310000000  0.1799537231 0.3307197125
  45.0000000000 669.5690000000  0.1799660076 0.3306885405
  45.0000000000 669.3070000000  0.1799783134 0.3306573404
  45.0000000000 669.0460000000  0.1799903196 0.3306265333
  45.0000000000 668.7850000000  0.1800023655 0.3305956968
  45.0000000000 668.5240000000  0.1800144327 0.3305648325
  45.0000000000 668.2630000000  0.1800265024 0.3305339417
  45.0000000000 668.0030000000  0.1800383091 0.3305034418
  45.0000000000 667.7430000000  0.1800501183 0.3304729156
  45.0000000000 667.4830000000  0.1800619671 0.3304423603
  45.0000000000 667.2230000000  0.1800738370 0.3304117773
  45.0000000000 666.9630000000  0.1800857095 0.3303811679
  45.0000000000 666.7040000000  0.1800982308 0.3303496916
  45.0000000000 666.4440000000  0.1801101645 0.3303190250
  45.0000000000 666.1850000000  0.1801217972 0.3302887532
  45.0000000000 665.9270000000  0.1801331655 0.3302588740
  45.0000000000 665.6680000000  0.1801448586 0.3302285459
  45.0000000000 665.4090000000  0.1801565544 0.3301981914
  45.0000000000 665.1510000000  0.1801679856 0.3301682298
  45.0000000000 664.8930000000  0.1801794193 0.3301382421
  45.0000000000 664.6350000000  0.1801908923 0.3301082258
  45.0000000000 664.3780000000  0.1802020817 0.3300786043
  45.0000000000 664.1200000000  0.1802135782 0.3300485344
  45.0000000000 663.8630000000  0.1802248093 0.3300188583
  45.0000000000 663.6060000000  0.1802369783 0.3299878923
  45.0000000000 663.3490000000  0.1802482332 0.3299581626
  45.0000000000 663.0920000000  0.1802595273 0.3299284044
  45.0000000000 662.8360000000  0.1802705370 0.3298990422
  45.0000000000 662.5800000000  0.1802815493 0.3298696540
  45.0000000000 662.3240000000  0.1802926005 0.3298402376
  45.0000000000 662.0680000000  0.1803036544 0.3298107951
  45.0000000000 661.8120000000  0.1803147472 0.3297813244
  45.0000000000 661.5570000000  0.1803255550 0.3297522505
  45.0000000000 661.3010000000  0.1803366714 0.3297227266
  45.0000000000 661.0460000000  0.1803475207 0.3296935987
  45.0000000000 660.7910000000  0.1803583907 0.3296644438
  45.0000000000 660.5370000000  0.1803689570 0.3296356877
  45.0000000000 660.2820000000  0.1803807903 0.3296052117
  45.0000000000 660.0280000000  0.1803914162 0.3295764006
  45.0000000000 659.7740000000  0.1804020449 0.3295475636
  45.0000000000 659.5200000000  0.1804127121 0.3295186987
  45.0000000000 659.2660000000  0.1804233821 0.3294898080
  45.0000000000 659.0130000000  0.1804337836 0.3294613150
  45.0000000000 658.7600000000  0.1804442056 0.3294327954
  45.0000000000 658.5060000000  0.1804549378 0.3294038241
  45.0000000000 658.2540000000  0.1804650935 0.3293756771
  45.0000000000 658.0010000000  0.1804755772 0.3293470775
  45.0000000000 657.7480000000  0.1804860639 0.3293184519
  45.0000000000 657.4960000000  0.1804962811 0.3292902253
  45.0000000000 657.2440000000  0.1805065187 0.3292619722
  45.0000000000 656.9920000000  0.1805176859 0.3292324217
  45.0000000000 656.7400000000  0.1805279650 0.3292041151
  45.0000000000 656.4890000000  0.1805379387 0.3291762100
  45.0000000000 656.2370000000  0.1805482588 0.3291478503
  45.0000000000 655.9860000000  0.1805582910 0.3291198915
  45.0000000000 655.7350000000  0.1805683261 0.3290919070
  45.0000000000 655.4840000000  0.1805783992 0.3290638953
  45.0000000000 655.2340000000  0.1805881838 0.3290362853
  45.0000000000 654.9830000000  0.1805982803 0.3290082216
  45.0000000000 654.7330000000  0.1806081057 0.3289805589
  45.0000000000 654.4830000000  0.1806179514 0.3289528701
  45.0000000000 654.2330000000  0.1806278001 0.3289251556
  45.0000000000 653.9830000000  0.1806376867 0.3288974141
  45.0000000000 653.7340000000  0.1806481981 0.3288687999
  45.0000000000 653.4850000000  0.1806578161 0.3288414347
  45.0000000000 653.2360000000  0.1806674543 0.3288140434
  45.0000000000 652.9870000000  0.1806770956 0.3287866266
  45.0000000000 652.7380000000  0.1806867746 0.3287591829
  45.0000000000 652.4900000000  0.1806966638 0.3287321266
  45.0000000000 652.2410000000  0.1807079621 0.3287070773
  45.0000000000 651.9930000000  0.1807189620 0.3286824380
  45.0000000000 651.7450000000  0.1807309083 0.3286565000
  45.0000000000 651.4970000000  0.1807419153 0.3286318211
  45.0000000000 651.2500000000  0.1807526405 0.3286075525
  45.0000000000 651.0030000000  0.1807643129 0.3285819843
  45.0000000000 650.7550000000  0.1807753732 0.3285572452
