# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 1530.7200000000  0.0978221543 0.5509260414
  45.0000000000 1529.3500000000  0.0975438325 0.5508285218
  45.0000000000 1527.9900000000  0.0972663014 0.5507306144
  45.0000000000 1526.6300000000  0.0969899044 0.5506326526
  45.0000000000 1525.2700000000  0.0967148507 0.5505325393
  45.0000000000 1523.9100000000  0.0964413526 0.5504321079
  45.0000000000 1522.5600000000  0.0961686995 0.5503312704
  45.0000000000 1521.2100000000  0.0958972167 0.5502303650
  45.0000000000 1519.8600000000  0.0956275284 0.5501270320
  45.0000000000 1518.5100000000  0.0953590271 0.5500236235
  45.0000000000 1517.1700000000  0.0950911132 0.5499209716
  45.0000000000 1515.8300000000  0.0948250305 0.5498158768
  45.0000000000 1514.4900000000  0.0945601633 0.5497106968
  45.0000000000 1513.1500000000  0.0942971494 0.5496030629
  45.0000000000 1511.8100000000  0.0940303570 0.5494827563
  45.0000000000 1510.4800000000  0.0937208538 0.5492567652
  45.0000000000 1509.1500000000  0.0934147326 0.5490283924
  45.0000000000 1507.8200000000  0.0931115627 0.5487969326
  45.0000000000 1506.5000000000  0.0928102007 0.5485665280
  45.0000000000 1505.1800000000  0.0925122661 0.5483337329
  45.0000000000 1503.8500000000  0.0922182443 0.5480958108
  45.0000000000 1502.5400000000  0.0919251839 0.5478609541
  45.0000000000 1501.2200000000  0.0916364896 0.5476216767
  45.0000000000 1499.9100000000  0.0913499789 0.5473812952
  45.0000000000 1498.5900000000  0.0910675262 0.5471376740
  45.0000000000 1497.2900000000  0.0907860774 0.5468961500
  45.0000000000 1495.9800000000  0.0905090220 0.5466492287
  45.0000000000 1494.6700000000  0.0902351708 0.5464010832
  45.0000000000 1493.3700000000  0.0900081041 0.5460281721
  45.0000000000 1492.0700000000  0.0899019487 0.5453269057
  45.0000000000 1490.7700000000  0.0897997250 0.5446240403
  45.0000000000 1489.4800000000  0.0897005595 0.5439216108
  45.0000000000 1488.1800000000  0.0896062183 0.5432155658
  45.0000000000 1486.8900000000  0.0895149486 0.5425099706
  45.0000000000 1485.6000000000  0.0894276358 0.5418028020
  45.0000000000 1484.3200000000  0.0893434082 0.5410961001
  45.0000000000 1483.0300000000  0.0892643829 0.5403846215
  45.0000000000 1481.7500000000  0.0891881010 0.5396748070
  45.0000000000 1480.4700000000  0.0891157995 0.5389634452
  45.0000000000 1479.1900000000  0.0890474838 0.5382505422
  45.0000000000 1477.9200000000  0.0889822835 0.5375381448
  45.0000000000 1476.6400000000  0.0889219554 0.5368221788
  45.0000000000 1475.3700000000  0.0889628409 0.5358800240
  45.0000000000 1474.1000000000  0.0891261374 0.5346656539
  45.0000000000 1472.8400000000  0.0892924034 0.5334543728
  45.0000000000 1471.5700000000  0.0894640790 0.5322407296
  45.0000000000 1470.3100000000  0.0896389669 0.5310309717
  45.0000000000 1469.0500000000  0.0898176811 0.5298222771
  45.0000000000 1467.7900000000  0.0900005268 0.5286144594
  45.0000000000 1466.5400000000  0.0901869859 0.5274084297
  45.0000000000 1465.2800000000  0.0903783696 0.5262022075
  45.0000000000 1464.0300000000  0.0905726628 0.5249991346
  45.0000000000 1462.7800000000  0.0907710478 0.5237969729
  45.0000000000 1461.5300000000  0.0909741947 0.5225944059
  45.0000000000 1460.2900000000  0.0911798386 0.5213961616
  45.0000000000 1459.0500000000  0.0913895426 0.5201988547
  45.0000000000 1457.8000000000  0.0917208722 0.5189605200
  45.0000000000 1456.5700000000  0.0921198915 0.5177051370
  45.0000000000 1455.3300000000  0.0925213966 0.5164500180
  45.0000000000 1454.0900000000  0.0929243768 0.5151981831
  45.0000000000 1452.8600000000  0.0933281222 0.5139498079
  45.0000000000 1451.6300000000  0.0937334328 0.5127037642
  45.0000000000 1450.4000000000  0.0941403046 0.5114600485
  45.0000000000 1449.1800000000  0.0945474110 0.5102218614
  45.0000000000 1447.9500000000  0.0949576699 0.5089826205
  45.0000000000 1446.7300000000  0.0953682609 0.5077479645
  45.0000000000 1445.5100000000  0.0957803891 0.5065156278
  45.0000000000 1444.2900000000  0.0961940505 0.5052856066
  45.0000000000 1443.0700000000  0.0966088404 0.5040589953
  45.0000000000 1441.8600000000  0.0970248833 0.5028355317
  45.0000000000 1440.6500000000  0.0973415268 0.5019012007
  45.0000000000 1439.4400000000  0.0976358670 0.5010344625
  45.0000000000 1438.2300000000  0.0979307229 0.5001695495
  45.0000000000 1437.0200000000  0.0982271761 0.4993041180
  45.0000000000 1435.8200000000  0.0985233089 0.4984417058
  45.0000000000 1434.6200000000  0.0988199485 0.4975811179
  45.0000000000 1433.4200000000  0.0991179058 0.4967201866
  45.0000000000 1432.2200000000  0.0994163678 0.4958610763
  45.0000000000 1431.0300000000  0.0997151732 0.4950037527
  45.0000000000 1429.8300000000  0.1000158624 0.4941450469
  45.0000000000 1428.6400000000  0.1003160721 0.4932902875
  45.0000000000 1427.4500000000  0.1006178664 0.4924350382
  45.0000000000 1426.2600000000  0.1009202943 0.4915806967
  45.0000000000 1425.0800000000  0.1012222249 0.4907303070
  45.0000000000 1423.8900000000  0.1015183619 0.4899981922
  45.0000000000 1422.7100000000  0.1018138184 0.4892704309
  45.0000000000 1421.5300000000  0.1021094555 0.4885441332
  45.0000000000 1420.3500000000  0.1024063691 0.4878170115
  45.0000000000 1419.1800000000  0.1027026036 0.4870925973
  45.0000000000 1418.0000000000  0.1030007037 0.4863662795
  45.0000000000 1416.8300000000  0.1032981194 0.4856426737
  45.0000000000 1415.6600000000  0.1035957086 0.4849205297
  45.0000000000 1414.4900000000  0.1038945719 0.4841975758
  45.0000000000 1413.3200000000  0.1041937566 0.4834751860
  45.0000000000 1412.1600000000  0.1044927774 0.4827552059
  45.0000000000 1411.0000000000  0.1047916962 0.4820368449
  45.0000000000 1409.8400000000  0.1050916175 0.4813178429
  45.0000000000 1408.6800000000  0.1053762639 0.4806358114
  45.0000000000 1407.5200000000  0.1055766951 0.4801470788
  45.0000000000 1406.3700000000  0.1057767391 0.4796602919
  45.0000000000 1405.2100000000  0.1059779305 0.4791714243
  45.0000000000 1404.0600000000  0.1061787312 0.4786845070
  45.0000000000 1402.9100000000  0.1063796419 0.4781976823
  45.0000000000 1401.7600000000  0.1065809313 0.4777107937
  45.0000000000 1400.6200000000  0.1067818202 0.4772258662
  45.0000000000 1399.4800000000  0.1069828165 0.4767410355
  45.0000000000 1398.3300000000  0.1071850853 0.4762548450
  45.0000000000 1397.1900000000  0.1073868356 0.4757698929
  45.0000000000 1396.0600000000  0.1075879059 0.4752870708
  45.0000000000 1394.9200000000  0.1077906761 0.4748018467
  45.0000000000 1393.7800000000  0.1079935567 0.4743167198
  45.0000000000 1392.6500000000  0.1081957522 0.4738337292
  45.0000000000 1391.5200000000  0.1083985898 0.4733505287
  45.0000000000 1390.3900000000  0.1086015351 0.4728674294
  45.0000000000 1389.2700000000  0.1088040527 0.4723863216
  45.0000000000 1388.1400000000  0.1090077477 0.4719031162
  45.0000000000 1387.0200000000  0.1092107441 0.4714220617
  45.0000000000 1385.8900000000  0.1094150300 0.4709396288
  45.0000000000 1384.7800000000  0.1096176941 0.4704606811
  45.0000000000 1383.6600000000  0.1098220773 0.4699793225
  45.0000000000 1382.5400000000  0.1100265677 0.4694980695
  45.0000000000 1381.4300000000  0.1102303459 0.4690189818
  45.0000000000 1380.3100000000  0.1104358516 0.4685374784
  45.0000000000 1379.2000000000  0.1106403744 0.4680582990
  45.0000000000 1378.0900000000  0.1108455363 0.4675789208
  45.0000000000 1376.9900000000  0.1110281524 0.4671617605
  45.0000000000 1375.8800000000  0.1111918004 0.4667983251
  45.0000000000 1374.7800000000  0.1113546222 0.4664369448
  45.0000000000 1373.6800000000  0.1115179820 0.4660752434
  45.0000000000 1372.5800000000  0.1116813456 0.4657135291
  45.0000000000 1371.4800000000  0.1118449809 0.4653516476
  45.0000000000 1370.3800000000  0.1120091560 0.4649894449
  45.0000000000 1369.2900000000  0.1121722253 0.4646294646
  45.0000000000 1368.1900000000  0.1123366766 0.4642670835
  45.0000000000 1367.1000000000  0.1125005544 0.4639066204
  45.0000000000 1366.0100000000  0.1126644344 0.4635461479
  45.0000000000 1364.9200000000  0.1128285849 0.4631855119
  45.0000000000 1363.8400000000  0.1129920460 0.4628268648
  45.0000000000 1362.7500000000  0.1131568443 0.4624658420
  45.0000000000 1361.6700000000  0.1133207623 0.4621069197
  45.0000000000 1360.5900000000  0.1134853868 0.4617468158
  45.0000000000 1359.5100000000  0.1136498693 0.4613875587
  45.0000000000 1358.4300000000  0.1138145943 0.4610281572
  45.0000000000 1357.3600000000  0.1139784822 0.4606708366
  45.0000000000 1356.2800000000  0.1141437453 0.4603111170
  45.0000000000 1355.2100000000  0.1143081412 0.4599534975
  45.0000000000 1354.1400000000  0.1144728312 0.4595957064
  45.0000000000 1353.0700000000  0.1146377618 0.4592377744
  45.0000000000 1352.0000000000  0.1148029875 0.4588796707
  45.0000000000 1350.9400000000  0.1149673083 0.4585236936
  45.0000000000 1349.8700000000  0.1151330426 0.4581652945
  45.0000000000 1348.8100000000  0.1152979227 0.4578089949
  45.0000000000 1347.7500000000  0.1154630417 0.4574525581
  45.0000000000 1346.6900000000  0.1155654588 0.4572197771
  45.0000000000 1345.6300000000  0.1156586694 0.4570051442
  45.0000000000 1344.5800000000  0.1157508771 0.4567925989
  45.0000000000 1343.5200000000  0.1158439514 0.4565786032
  45.0000000000 1342.4700000000  0.1159364642 0.4563656809
  45.0000000000 1341.4200000000  0.1160286845 0.4561535883
  45.0000000000 1340.3700000000  0.1161215023 0.4559402899
  45.0000000000 1339.3200000000  0.1162145004 0.4557267875
  45.0000000000 1338.2800000000  0.1163060117 0.4555164194
  45.0000000000 1337.2300000000  0.1163992881 0.4553025568
  45.0000000000 1336.1900000000  0.1164915486 0.4550907981
  45.0000000000 1335.1500000000  0.1165835130 0.4548798719
  45.0000000000 1334.1100000000  0.1166760762 0.4546677416
  45.0000000000 1333.0700000000  0.1167683431 0.4544564435
  45.0000000000 1332.0400000000  0.1168600340 0.4542462410
  45.0000000000 1331.0000000000  0.1169530523 0.4540335531
  45.0000000000 1329.9700000000  0.1170445946 0.4538240012
  45.0000000000 1328.9400000000  0.1171367362 0.4536132471
  45.0000000000 1327.9100000000  0.1172285780 0.4534033281
  45.0000000000 1326.8800000000  0.1173210206 0.4531922064
  45.0000000000 1325.8600000000  0.1174124285 0.4529832117
  45.0000000000 1324.8300000000  0.1175047207 0.4527727424
  45.0000000000 1323.8100000000  0.1175964268 0.4525633842
  45.0000000000 1322.7900000000  0.1176882819 0.4523538448
  45.0000000000 1321.7600000000  0.1177810258 0.4521428248
  45.0000000000 1320.7500000000  0.1178719873 0.4519352408
  45.0000000000 1319.7300000000  0.1179638375 0.4517261760
  45.0000000000 1318.7100000000  0.1180545281 0.4515222453
  45.0000000000 1317.7000000000  0.1181371992 0.4513442288
  45.0000000000 1316.6900000000  0.1182204796 0.4511650052
  45.0000000000 1315.6800000000  0.1183034066 0.4509866452
  45.0000000000 1314.6700000000  0.1183869442 0.4508070772
  45.0000000000 1313.6600000000  0.1184701281 0.4506283726
  45.0000000000 1312.6500000000  0.1185534680 0.4504494801
  45.0000000000 1311.6500000000  0.1186361858 0.4502717304
  45.0000000000 1310.6500000000  0.1187185465 0.4500948475
  45.0000000000 1309.6400000000  0.1188027287 0.4499144180
  45.0000000000 1308.6400000000  0.1188853445 0.4497371938
  45.0000000000 1307.6500000000  0.1189673589 0.4495611061
  45.0000000000 1306.6500000000  0.1190502279 0.4493835431
  45.0000000000 1305.6500000000  0.1191332518 0.4492057941
  45.0000000000 1304.6600000000  0.1192156169 0.4490292168
  45.0000000000 1303.6700000000  0.1192976759 0.4488534788
  45.0000000000 1302.6800000000  0.1193803198 0.4486765505
  45.0000000000 1301.6900000000  0.1194626027 0.4485004923
  45.0000000000 1300.7000000000  0.1195454992 0.4483232275
  45.0000000000 1299.7100000000  0.1196280344 0.4481468328
  45.0000000000 1298.7300000000  0.1197094960 0.4479726142
  45.0000000000 1297.7400000000  0.1197927441 0.4477948605
  45.0000000000 1296.7600000000  0.1198744551 0.4476203094
  45.0000000000 1295.7800000000  0.1199567524 0.4474445688
  45.0000000000 1294.8000000000  0.1200386847 0.4472697017
  45.0000000000 1293.8300000000  0.1201199971 0.4470959980
  45.0000000000 1292.8500000000  0.1202021778 0.4469208002
  45.0000000000 1291.8800000000  0.1202832731 0.4467477932
  45.0000000000 1290.9000000000  0.1203331233 0.4466196510
  45.0000000000 1289.9300000000  0.1203567456 0.4465307953
  45.0000000000 1288.9600000000  0.1203804257 0.4464418248
  45.0000000000 1287.9900000000  0.1204041640 0.4463527395
  45.0000000000 1287.0200000000  0.1204279605 0.4462635390
  45.0000000000 1286.0600000000  0.1204505982 0.4461765909
  45.0000000000 1285.0900000000  0.1204745107 0.4460871612
  45.0000000000 1284.1300000000  0.1204972350 0.4460000025
  45.0000000000 1283.1700000000  0.1205200162 0.4459127312
  45.0000000000 1282.2100000000  0.1205428543 0.4458253473
  45.0000000000 1281.2500000000  0.1205657495 0.4457378503
  45.0000000000 1280.2900000000  0.1205891983 0.4456491944
  45.0000000000 1279.3400000000  0.1206109565 0.4455638659
  45.0000000000 1278.3800000000  0.1206340234 0.4454760301
  45.0000000000 1277.4300000000  0.1206558938 0.4453904794
  45.0000000000 1276.4800000000  0.1206778200 0.4453048181
  45.0000000000 1275.5300000000  0.1206998297 0.4452190304
  45.0000000000 1274.5800000000  0.1207218681 0.4451331474
  45.0000000000 1273.6300000000  0.1207439627 0.4450471532
  45.0000000000 1272.6900000000  0.1207648542 0.4449634551
  45.0000000000 1271.7400000000  0.1207870609 0.4448772397
  45.0000000000 1270.8000000000  0.1208080627 0.4447933233
  45.0000000000 1269.8600000000  0.1208291468 0.4447092829
  45.0000000000 1268.9200000000  0.1208507323 0.4446241133
  45.0000000000 1267.9800000000  0.1208718995 0.4445398702
  45.0000000000 1267.0400000000  0.1208931220 0.4444555179
  45.0000000000 1266.1100000000  0.1209131331 0.4443734759
  45.0000000000 1265.1700000000  0.1209344657 0.4442889064
  45.0000000000 1264.2400000000  0.1209649377 0.4442069541
  45.0000000000 1263.3100000000  0.1209966149 0.4441242484
  45.0000000000 1262.3800000000  0.1210278937 0.4440424657
  45.0000000000 1261.4500000000  0.1210596721 0.4439595584
  45.0000000000 1260.5200000000  0.1210910514 0.4438775748
  45.0000000000 1259.5900000000  0.1211229590 0.4437944497
  45.0000000000 1258.6700000000  0.1211536141 0.4437136724
  45.0000000000 1257.7400000000  0.1211851443 0.4436313875
  45.0000000000 1256.8200000000  0.1212159258 0.4435503965
  45.0000000000 1255.9000000000  0.1212462495 0.4434703654
  45.0000000000 1254.9800000000  0.1212771292 0.4433891775
  45.0000000000 1254.0600000000  0.1213080307 0.4433079062
  45.0000000000 1253.1500000000  0.1213372459 0.4432300088
  45.0000000000 1252.2300000000  0.1213682726 0.4431485257
  45.0000000000 1251.3200000000  0.1213975550 0.4430704519
  45.0000000000 1250.4000000000  0.1214286798 0.4429887718
  45.0000000000 1249.4900000000  0.1214585396 0.4429094590
  45.0000000000 1248.5800000000  0.1214879922 0.4428310808
  45.0000000000 1247.6700000000  0.1215179749 0.4427515597
  45.0000000000 1246.7700000000  0.1215462038 0.4426754620
  45.0000000000 1245.8600000000  0.1215762811 0.4425957493
  45.0000000000 1244.9500000000  0.1216063789 0.4425159550
  45.0000000000 1244.0500000000  0.1216347741 0.4424395592
  45.0000000000 1243.1500000000  0.1216636994 0.4423620206
  45.0000000000 1242.2500000000  0.1216921581 0.4422854538
  45.0000000000 1241.3500000000  0.1217211757 0.4422077272
  45.0000000000 1240.4500000000  0.1217497261 0.4421309730
  45.0000000000 1239.5500000000  0.1217721557 0.4420638250
  45.0000000000 1238.6600000000  0.1217760483 0.4420267040
  45.0000000000 1237.7600000000  0.1217807989 0.4419880930
  45.0000000000 1236.8700000000  0.1217847511 0.4419508494
  45.0000000000 1235.9800000000  0.1217882309 0.4419146071
  45.0000000000 1235.0900000000  0.1217921863 0.4418772737
  45.0000000000 1234.2000000000  0.1217956965 0.4418409270
  45.0000000000 1233.3100000000  0.1217997110 0.4418034719
  45.0000000000 1232.4200000000  0.1218032517 0.4417670202
  45.0000000000 1231.5400000000  0.1218059615 0.4417319612
  45.0000000000 1230.6500000000  0.1218095321 0.4416954059
  45.0000000000 1229.7700000000  0.1218122985 0.4416602296
  45.0000000000 1228.8900000000  0.1218145602 0.4416260781
  45.0000000000 1228.0100000000  0.1218173547 0.4415908015
  45.0000000000 1227.1300000000  0.1218196716 0.4415565350
  45.0000000000 1226.2500000000  0.1218224946 0.4415211577
  45.0000000000 1225.3700000000  0.1218248113 0.4414868073
  45.0000000000 1224.5000000000  0.1218263470 0.4414538297
  45.0000000000 1223.6200000000  0.1218287185 0.4414193653
  45.0000000000 1222.7500000000  0.1218302802 0.4413862914
  45.0000000000 1221.8800000000  0.1218318269 0.4413531855
  45.0000000000 1221.0100000000  0.1218329194 0.4413210812
  45.0000000000 1220.1400000000  0.1218345193 0.4412878644
  45.0000000000 1219.2700000000  0.1218356364 0.4412556661
  45.0000000000 1218.4000000000  0.1218372340 0.4412223695
  45.0000000000 1217.5400000000  0.1218370529 0.4411925915
  45.0000000000 1216.6700000000  0.1218387031 0.4411591849
  45.0000000000 1215.8100000000  0.1218385164 0.4411293331
  45.0000000000 1214.9500000000  0.1218388659 0.4410983519
  45.0000000000 1214.0900000000  0.1218387286 0.4410683961
  45.0000000000 1213.2300000000  0.1218391005 0.4410373252
  45.0000000000 1212.3700000000  0.1218389571 0.4410072966
  45.0000000000 1211.5100000000  0.1218393517 0.4409761355
  45.0000000000 1210.6600000000  0.1218379278 0.4409485309
  45.0000000000 1209.8000000000  0.1218383442 0.4409172811
  45.0000000000 1208.9500000000  0.1218369118 0.4408896081
  45.0000000000 1208.1000000000  0.1218360174 0.4408608031
  45.0000000000 1207.2500000000  0.1218346315 0.4408330316
  45.0000000000 1206.4000000000  0.1218337288 0.4408041582
  45.0000000000 1205.5500000000  0.1218323617 0.4407763036
  45.0000000000 1204.7000000000  0.1218315066 0.4407473298
  45.0000000000 1203.8500000000  0.1218301585 0.4407193916
  45.0000000000 1203.0100000000  0.1218279571 0.4406928932
  45.0000000000 1202.1600000000  0.1218266273 0.4406648730
  45.0000000000 1201.3200000000  0.1218244711 0.4406382786
  45.0000000000 1200.4800000000  0.1218218188 0.4406127257
  45.0000000000 1199.6400000000  0.1218196514 0.4405860684
  45.0000000000 1198.8000000000  0.1218170150 0.4405604380
  45.0000000000 1197.9600000000  0.1218148923 0.4405336858
  45.0000000000 1197.1300000000  0.1218114060 0.4405094662
  45.0000000000 1196.2900000000  0.1218087931 0.4404837203
  45.0000000000 1195.4600000000  0.1218053491 0.4404594105
  45.0000000000 1194.6200000000  0.1218027517 0.4404335879
  45.0000000000 1193.7900000000  0.1217992943 0.4404092194
  45.0000000000 1192.9600000000  0.1217953637 0.4403858852
  45.0000000000 1192.1300000000  0.1217919481 0.4403614276
  45.0000000000 1191.3000000000  0.1217880305 0.4403380214
  45.0000000000 1190.4700000000  0.1217846011 0.4403135061
  45.0000000000 1189.6500000000  0.1217793445 0.4402926000
  45.0000000000 1188.8200000000  0.1217759562 0.4402679966
  45.0000000000 1188.0000000000  0.1217707105 0.4402470231
  45.0000000000 1187.1800000000  0.1217659529 0.4402249408
  45.0000000000 1186.3500000000  0.1217620730 0.4402013218
  45.0000000000 1185.5300000000  0.1217573551 0.4401791544
  45.0000000000 1184.7100000000  0.1217521026 0.4401580627
  45.0000000000 1183.9000000000  0.1217460376 0.4401384120
  45.0000000000 1183.0800000000  0.1217408226 0.4401172395
  45.0000000000 1182.2600000000  0.1217361263 0.4400949378
  45.0000000000 1181.4500000000  0.1217295330 0.4400763041
  45.0000000000 1180.6300000000  0.1217210662 0.4400625253
  45.0000000000 1179.8200000000  0.1216909375 0.4400974964
  45.0000000000 1179.0100000000  0.1216607724 0.4401325163
  45.0000000000 1178.2000000000  0.1216305430 0.4401676013
  45.0000000000 1177.3900000000  0.1215997888 0.4402038207
  45.0000000000 1176.5800000000  0.1215695138 0.4402389891
  45.0000000000 1175.7700000000  0.1215391742 0.4402742228
  45.0000000000 1174.9700000000  0.1215074595 0.4403120939
  45.0000000000 1174.1600000000  0.1214770458 0.4403474285
  45.0000000000 1173.3600000000  0.1214452556 0.4403854043
  45.0000000000 1172.5600000000  0.1214134271 0.4404234333
  45.0000000000 1171.7500000000  0.1213823824 0.4404600283
  45.0000000000 1170.9500000000  0.1213504777 0.4404981635
  45.0000000000 1170.1500000000  0.1213185345 0.4405363524
  45.0000000000 1169.3600000000  0.1212851541 0.4405772273
  45.0000000000 1168.5600000000  0.1212531333 0.4406155256
  45.0000000000 1167.7600000000  0.1212210740 0.4406538780
  45.0000000000 1166.9700000000  0.1211875753 0.4406949220
  45.0000000000 1166.1700000000  0.1211554379 0.4407333844
  45.0000000000 1165.3800000000  0.1211213657 0.4407756410
  45.0000000000 1164.5900000000  0.1210877470 0.4408168578
  45.0000000000 1163.8000000000  0.1210541162 0.4408581167
  45.0000000000 1163.0100000000  0.1210204452 0.4408994339
  45.0000000000 1162.2200000000  0.1209867057 0.4409408254
  45.0000000000 1161.4300000000  0.1209529540 0.4409822594
  45.0000000000 1160.6400000000  0.1209191337 0.4410237681
  45.0000000000 1159.8600000000  0.1208839227 0.4410679568
  45.0000000000 1159.0700000000  0.1208495235 0.4411106910
  45.0000000000 1158.2900000000  0.1208142009 0.4411550199
  45.0000000000 1157.5100000000  0.1207788644 0.4411993953
  45.0000000000 1156.7300000000  0.1207434860 0.4412438335
  45.0000000000 1155.9500000000  0.1207080373 0.4412883507
  45.0000000000 1155.1700000000  0.1206725746 0.4413329149
  45.0000000000 1154.3900000000  0.1206370696 0.4413775422
  45.0000000000 1153.6100000000  0.1206009662 0.4414233777
  45.0000000000 1152.8400000000  0.1205639925 0.4414707859
  45.0000000000 1152.0600000000  0.1205283594 0.4415156062
  45.0000000000 1151.2900000000  0.1204912708 0.4415631632
  45.0000000000 1150.5200000000  0.1204541666 0.4416107714
  45.0000000000 1149.7400000000  0.1204184045 0.4416557867
  45.0000000000 1148.9700000000  0.1203811850 0.4417035444
  45.0000000000 1148.2000000000  0.1203439496 0.4417513537
  45.0000000000 1147.4300000000  0.1203061107 0.4418003835
  45.0000000000 1146.6700000000  0.1202673984 0.4418509972
  45.0000000000 1145.9000000000  0.1202300296 0.4418990134
  45.0000000000 1145.1300000000  0.1201925884 0.4419471142
  45.0000000000 1144.3700000000  0.1201537409 0.4419979400
  45.0000000000 1143.6100000000  0.1201148479 0.4420488379
  45.0000000000 1142.8400000000  0.1200772723 0.4420971482
  45.0000000000 1142.0800000000  0.1200382885 0.4421481891
  45.0000000000 1141.3200000000  0.1199987243 0.4422004468
  45.0000000000 1140.5600000000  0.1199596203 0.4422516503
  45.0000000000 1139.8000000000  0.1199204985 0.4423029106
  45.0000000000 1139.0500000000  0.1198799367 0.4423569288
  45.0000000000 1138.2900000000  0.1198406940 0.4424083534
  45.0000000000 1137.5300000000  0.1198014334 0.4424598351
  45.0000000000 1136.7800000000  0.1197607309 0.4425140806
  45.0000000000 1136.0300000000  0.1197199527 0.4425684195
  45.0000000000 1135.2700000000  0.1196800143 0.4426212777
  45.0000000000 1134.5200000000  0.1196391413 0.4426757708
  45.0000000000 1133.7700000000  0.1195982488 0.4427303254
  45.0000000000 1133.0200000000  0.1195573086 0.4427849578
  45.0000000000 1132.2700000000  0.1195162924 0.4428396845
  45.0000000000 1131.5300000000  0.1194738571 0.4428971756
  45.0000000000 1130.7800000000  0.1194327728 0.4429520444
  45.0000000000 1130.0300000000  0.1193910716 0.4430081668
  45.0000000000 1129.2900000000  0.1193484897 0.4430659015
  45.0000000000 1128.5500000000  0.1193058586 0.4431237187
  45.0000000000 1127.8000000000  0.1192645520 0.4431789233
  45.0000000000 1127.0600000000  0.1192203186 0.4432386215
  45.0000000000 1126.3200000000  0.1191456794 0.4433261251
  45.0000000000 1125.5800000000  0.1190704510 0.4434149044
  45.0000000000 1124.8400000000  0.1189957195 0.4435026305
  45.0000000000 1124.1000000000  0.1189203979 0.4435916350
  45.0000000000 1123.3700000000  0.1188436261 0.4436834742
  45.0000000000 1122.6300000000  0.1187687842 0.4437715215
  45.0000000000 1121.9000000000  0.1186919190 0.4438635920
  45.0000000000 1121.1600000000  0.1186169571 0.4439518817
  45.0000000000 1120.4300000000  0.1185399989 0.4440441842
  45.0000000000 1119.7000000000  0.1184629939 0.4441366044
  45.0000000000 1118.9700000000  0.1183864897 0.4442279672
  45.0000000000 1118.2400000000  0.1183094200 0.4443206060
  45.0000000000 1117.5100000000  0.1182328241 0.4444122017
  45.0000000000 1116.7800000000  0.1181556338 0.4445050924
  45.0000000000 1116.0500000000  0.1180783971 0.4445981017
  45.0000000000 1115.3300000000  0.1180002586 0.4446927881
  45.0000000000 1114.6000000000  0.1179229298 0.4447860359
  45.0000000000 1113.8800000000  0.1178447278 0.4448809459
  45.0000000000 1113.1500000000  0.1177673070 0.4449744329
  45.0000000000 1112.4300000000  0.1176884343 0.4450707855
  45.0000000000 1111.7100000000  0.1176100676 0.4451660743
  45.0000000000 1110.9900000000  0.1175311030 0.4452626722
  45.0000000000 1110.2700000000  0.1174526457 0.4453582044
  45.0000000000 1109.5500000000  0.1173736173 0.4454550323
  45.0000000000 1108.8300000000  0.1172945153 0.4455520003
  45.0000000000 1108.1100000000  0.1172159223 0.4456478997
  45.0000000000 1107.4000000000  0.1171353224 0.4457478725
  45.0000000000 1106.6800000000  0.1170566394 0.4458440190
  45.0000000000 1105.9700000000  0.1169759485 0.4459442449
  45.0000000000 1105.2600000000  0.1168952396 0.4460445829
  45.0000000000 1104.5400000000  0.1168164220 0.4461411029
  45.0000000000 1103.8300000000  0.1167355949 0.4462417114
  45.0000000000 1103.1200000000  0.1166552807 0.4463412478
  45.0000000000 1102.4100000000  0.1165743635 0.4464421131
  45.0000000000 1101.7000000000  0.1164934010 0.4465431078
  45.0000000000 1101.0000000000  0.1164115727 0.4466457834
  45.0000000000 1100.2900000000  0.1163305205 0.4467470378
  45.0000000000 1099.5800000000  0.1162499841 0.4468472151
  45.0000000000 1098.8800000000  0.1161674346 0.4469515055
  45.0000000000 1098.1700000000  0.1160862484 0.4470531509
  45.0000000000 1097.4700000000  0.1160041714 0.4471564965
  45.0000000000 1096.7700000000  0.1159215154 0.4472611696
  45.0000000000 1096.0700000000  0.1158393505 0.4473647800
  45.0000000000 1095.3700000000  0.1157565787 0.4474697368
  45.0000000000 1094.6700000000  0.1156737625 0.4475748283
  45.0000000000 1093.9700000000  0.1155914665 0.4476788381
  45.0000000000 1093.2700000000  0.1155085625 0.4477841986
  45.0000000000 1092.5700000000  0.1154262070 0.4478884594
  45.0000000000 1091.8800000000  0.1153418065 0.4479968830
  45.0000000000 1091.1800000000  0.1152587711 0.4481026509
  45.0000000000 1090.4900000000  0.1151748499 0.4482101284
  45.0000000000 1089.7900000000  0.1150917276 0.4483161691
  45.0000000000 1089.1000000000  0.1150077207 0.4484239207
  45.0000000000 1088.4100000000  0.1149231298 0.4485330206
  45.0000000000 1087.7200000000  0.1148384687 0.4486422766
  45.0000000000 1087.0300000000  0.1147543337 0.4487504440
  45.0000000000 1086.3400000000  0.1146695867 0.4488599800
  45.0000000000 1085.6500000000  0.1145853671 0.4489684254
  45.0000000000 1084.9600000000  0.1145005348 0.4490782422
  45.0000000000 1084.2800000000  0.1144142772 0.4491909957
